maintenance_event_id,equipment_id,timestamp,maintenance_type,downtime_hours,restoration
ME_01B58C20BD49,EQUIP_296D6B2E9437,2023-10-04 11:00:00,emergency,4.17,0.538
ME_AF279452192E,EQUIP_296D6B2E9437,2023-10-20 23:00:00,emergency,8.8,0.406
ME_1B14A0ED3E35,EQUIP_296D6B2E9437,2023-11-27 09:00:00,preventive,1.26,0.945
ME_0C941B69FCE4,EQUIP_296D6B2E9437,2023-12-10 09:00:00,emergency,5.4,0.496
ME_10380D4680D5,EQUIP_296D6B2E9437,2023-12-20 23:00:00,emergency,33.16,0.505
ME_F864A33E4D2F,EQUIP_2B7B779D25A9,2023-02-06 12:00:00,preventive,0.67,0.919
ME_C56A9B859A9A,EQUIP_2B7B779D25A9,2023-03-27 08:00:00,preventive,0.74,0.929
ME_243F0F01188F,EQUIP_2B7B779D25A9,2023-05-30 20:00:00,corrective,3.05,0.672
ME_8D0C0A31A991,EQUIP_2B7B779D25A9,2023-06-05 17:00:00,preventive,2.66,0.952
ME_79D5B17E905D,EQUIP_2B7B779D25A9,2023-07-31 17:00:00,preventive,1.17,0.99
ME_E63797FD645C,EQUIP_2B7B779D25A9,2023-10-08 13:00:00,preventive,0.59,0.964
ME_6801E7EC1E49,EQUIP_2B7B779D25A9,2023-11-13 16:00:00,corrective,2.52,0.894
ME_8E6D279EF485,EQUIP_2B7B779D25A9,2023-12-08 12:00:00,preventive,1.34,0.92
ME_1EE9327B4841,EQUIP_2D3C58D14B6B,2023-02-10 01:00:00,corrective,3.87,0.838
ME_B32AE1B10ADC,EQUIP_2D3C58D14B6B,2023-03-04 16:00:00,corrective,6.1,0.76
ME_6741E02F2705,EQUIP_2D3C58D14B6B,2023-04-12 14:00:00,preventive,1.03,0.902
ME_548EC3DBBFCA,EQUIP_2D3C58D14B6B,2023-08-06 03:00:00,emergency,14.65,0.593
ME_A9EE542E9B87,EQUIP_2D3C58D14B6B,2023-08-27 02:00:00,emergency,6.66,0.549
ME_113D182D664A,EQUIP_2D3C58D14B6B,2023-09-16 18:00:00,preventive,1.03,0.993
ME_AD0DF8D7F129,EQUIP_2D61F3E4F599,2023-02-18 07:00:00,preventive,1.15,0.903
ME_BFA365396641,EQUIP_2D61F3E4F599,2023-03-21 06:00:00,corrective,2.62,0.878
ME_AA2F0A9594B7,EQUIP_2D61F3E4F599,2023-05-16 05:00:00,emergency,8.75,0.477
ME_664AC498E71E,EQUIP_2D61F3E4F599,2023-05-27 10:00:00,preventive,0.83,0.978
ME_DFB2FA146DD3,EQUIP_2D61F3E4F599,2023-08-24 13:00:00,preventive,1.06,0.912
ME_6398FE1AC152,EQUIP_2D61F3E4F599,2023-09-15 12:00:00,corrective,4.8,0.905
ME_CC526D0F12C2,EQUIP_2D61F3E4F599,2023-11-22 16:00:00,preventive,1.28,0.973
ME_CE072632D8B7,EQUIP_2E64AB923058,2023-03-04 06:00:00,emergency,48.0,0.749
ME_4FF6AD970720,EQUIP_2E64AB923058,2023-05-29 11:00:00,preventive,1.13,0.957
ME_599D4270BC2C,EQUIP_2E64AB923058,2023-08-24 03:00:00,emergency,4.77,0.519
ME_85A079AF2DBD,EQUIP_2E64AB923058,2023-10-10 21:00:00,emergency,6.61,0.665
ME_748E58EFB214,EQUIP_2E64AB923058,2023-11-29 22:00:00,emergency,7.19,0.604
ME_1736C2BEB6B1,EQUIP_2E64AB923058,2023-12-20 15:00:00,emergency,5.53,0.551
ME_A2E552B8C6B2,EQUIP_2ED4042352E2,2023-02-04 11:00:00,preventive,1.49,0.889
ME_02E8467AB6FF,EQUIP_2ED4042352E2,2023-04-03 12:00:00,preventive,1.22,0.956
ME_6C934CDB7FFF,EQUIP_2ED4042352E2,2023-06-01 12:00:00,preventive,0.77,0.962
ME_B7BEC95D2A5E,EQUIP_2ED4042352E2,2023-08-08 10:00:00,preventive,1.25,0.968
ME_BB46545A498F,EQUIP_2ED4042352E2,2023-10-04 16:00:00,preventive,1.12,0.981
ME_75AAA8741BF9,EQUIP_2ED4042352E2,2023-11-28 07:00:00,preventive,1.25,0.974
ME_1E5B781C61D9,EQUIP_2F0D96CE9A09,2023-02-03 07:00:00,preventive,1.14,0.978
ME_288DDBD3DD50,EQUIP_2F0D96CE9A09,2023-03-28 12:00:00,preventive,1.24,0.92
ME_84E83BB275E7,EQUIP_2F0D96CE9A09,2023-04-06 15:00:00,corrective,5.36,0.797
ME_A8979A94C096,EQUIP_2F0D96CE9A09,2023-05-26 17:00:00,preventive,0.86,0.998
ME_DAE4EAA32133,EQUIP_2F0D96CE9A09,2023-08-06 15:00:00,preventive,1.04,0.947
ME_4FB579DD0B3D,EQUIP_2F0D96CE9A09,2023-10-05 07:00:00,preventive,0.83,0.951
ME_FCBFEF36C96F,EQUIP_2F0D96CE9A09,2023-11-29 14:00:00,preventive,0.65,0.968
ME_4232766BF7F2,EQUIP_2F0D96CE9A09,2023-12-23 06:00:00,emergency,15.36,0.431
ME_F4A4860BD743,EQUIP_303BA5B63014,2023-01-05 02:00:00,corrective,5.09,0.764
ME_4FBA304904DB,EQUIP_303BA5B63014,2023-04-11 17:00:00,preventive,1.06,0.915
ME_180FB88C0FD5,EQUIP_303BA5B63014,2023-09-16 17:00:00,preventive,1.98,0.912
ME_91403AC6F8D8,EQUIP_309FAE55B80D,2023-01-27 15:00:00,preventive,0.86,0.985
ME_A72827590470,EQUIP_309FAE55B80D,2023-02-11 11:00:00,corrective,7.34,0.695
ME_9C4987762EB9,EQUIP_309FAE55B80D,2023-04-01 10:00:00,preventive,0.53,0.965
ME_7DA92490D9C8,EQUIP_309FAE55B80D,2023-06-03 12:00:00,preventive,1.42,0.944
ME_B0D3B6E9B5E1,EQUIP_309FAE55B80D,2023-08-04 15:00:00,preventive,1.2,0.94
ME_ACE232AA9DAF,EQUIP_309FAE55B80D,2023-10-01 12:00:00,corrective,4.81,0.67
ME_7E21886BA579,EQUIP_309FAE55B80D,2023-10-02 13:00:00,preventive,1.13,0.941
ME_CE069FF217ED,EQUIP_309FAE55B80D,2023-12-02 07:00:00,corrective,9.0,0.737
ME_7B01B06082E0,EQUIP_309FAE55B80D,2023-12-05 16:00:00,preventive,0.33,0.885
ME_A3DA28D88F47,EQUIP_3162806879E5,2023-01-04 07:00:00,corrective,4.25,0.819
ME_1DC51FACDE1C,EQUIP_3162806879E5,2023-03-12 06:00:00,emergency,34.52,0.504
ME_DFF18ACEBDDC,EQUIP_3162806879E5,2023-04-19 11:00:00,preventive,1.09,0.917
ME_9B3ABADE8CF0,EQUIP_3162806879E5,2023-06-29 18:00:00,emergency,7.07,0.679
ME_614472835BD4,EQUIP_3162806879E5,2023-10-15 14:00:00,preventive,0.65,0.961
ME_F24786E2CB75,EQUIP_317866CFCEA4,2023-04-21 09:00:00,preventive,1.25,0.928
ME_892B02955D0E,EQUIP_317866CFCEA4,2023-07-05 10:00:00,emergency,10.49,0.5
ME_291727F0E7FE,EQUIP_317866CFCEA4,2023-09-11 11:00:00,emergency,10.06,0.756
ME_9A8DF4D9D1A5,EQUIP_317866CFCEA4,2023-09-21 18:00:00,preventive,1.08,0.915
ME_0A4FC869F6B0,EQUIP_3249FA1D46AC,2023-02-05 03:00:00,corrective,4.07,0.858
ME_C08E03FEFDEE,EQUIP_3249FA1D46AC,2023-03-15 16:00:00,preventive,1.43,0.901
ME_AEDA15AC280C,EQUIP_3249FA1D46AC,2023-03-16 20:00:00,emergency,5.93,0.63
ME_C76A5D36CDB3,EQUIP_3249FA1D46AC,2023-07-15 11:00:00,preventive,1.16,0.994
ME_00CEB7D8DAE7,EQUIP_3249FA1D46AC,2023-08-23 08:00:00,emergency,5.36,0.616
ME_3E2DCEEA1DEF,EQUIP_3249FA1D46AC,2023-10-14 01:00:00,emergency,8.15,0.511
ME_B66E0526DE64,EQUIP_3249FA1D46AC,2023-11-09 23:00:00,corrective,3.71,0.857
ME_12C9F2E685F9,EQUIP_3249FA1D46AC,2023-11-12 16:00:00,preventive,0.97,0.941
ME_4AF76113886F,EQUIP_3249FA1D46AC,2023-12-27 18:00:00,corrective,2.56,0.618
ME_EC3CCD893D3F,EQUIP_3249FA1D46AC,2023-12-28 08:00:00,emergency,17.56,0.571
ME_DD79D02EE3FE,EQUIP_32719DBE4053,2023-02-06 05:00:00,emergency,1.54,0.662
ME_1AF67409C40D,EQUIP_32719DBE4053,2023-02-26 07:00:00,preventive,0.78,0.978
ME_491CCCF97897,EQUIP_32719DBE4053,2023-03-20 13:00:00,emergency,10.55,0.694
ME_7E51C5EE56FB,EQUIP_32719DBE4053,2023-05-14 20:00:00,emergency,5.19,0.54
ME_FBC92DCAFBF6,EQUIP_32719DBE4053,2023-05-24 08:00:00,preventive,0.48,0.907
ME_EEB2053FF905,EQUIP_32719DBE4053,2023-06-08 10:00:00,emergency,1.64,0.638
ME_6359A08C4625,EQUIP_32719DBE4053,2023-08-06 16:00:00,preventive,0.97,0.969
ME_B5CF2139DC06,EQUIP_32719DBE4053,2023-11-18 09:00:00,preventive,1.77,0.993
ME_0D097BDDFCC8,EQUIP_32719DBE4053,2023-11-20 17:00:00,emergency,2.76,0.533
ME_F2C059EF64E8,EQUIP_32AC664D9C7F,2023-03-06 13:00:00,preventive,2.0,0.868
ME_2D09552C95BB,EQUIP_32AC664D9C7F,2023-06-19 12:00:00,preventive,1.36,0.873
ME_7AE646E2799F,EQUIP_32AC664D9C7F,2023-08-10 06:00:00,emergency,0.98,0.638
ME_27B11A74A1AC,EQUIP_32AC664D9C7F,2023-11-12 13:00:00,preventive,0.84,0.94
ME_8ED15D42BA34,EQUIP_32F922C4566D,2023-02-11 17:00:00,preventive,2.11,0.909
ME_4D450D821015,EQUIP_32F922C4566D,2023-02-11 20:00:00,corrective,4.28,0.788
ME_7C163C39D440,EQUIP_32F922C4566D,2023-04-10 13:00:00,preventive,1.07,0.903
ME_4B7CD01F5D17,EQUIP_32F922C4566D,2023-05-06 22:00:00,emergency,11.68,0.717
ME_0E44FE47032F,EQUIP_32F922C4566D,2023-05-18 11:00:00,emergency,10.31,0.679
ME_23C15F00DFC0,EQUIP_32F922C4566D,2023-06-05 21:00:00,emergency,10.52,0.482
ME_45C536822749,EQUIP_32F922C4566D,2023-06-26 22:00:00,emergency,4.37,0.472
ME_CAB1AEA01C96,EQUIP_32F922C4566D,2023-06-30 09:00:00,emergency,31.51,0.468
ME_D37AA1FD10DB,EQUIP_32F922C4566D,2023-07-10 08:00:00,preventive,0.63,0.954
ME_9D4CF3A8BF9A,EQUIP_32F922C4566D,2023-09-18 18:00:00,preventive,1.13,0.928
ME_59EA6E641D13,EQUIP_32F922C4566D,2023-11-28 17:00:00,preventive,0.65,0.927
ME_28FEB790BECB,EQUIP_33E02AD8B369,2023-02-20 15:00:00,preventive,0.63,0.883
ME_513C6DC45660,EQUIP_33E02AD8B369,2023-05-21 18:00:00,preventive,1.03,0.905
ME_58B6D37C4DCC,EQUIP_33E02AD8B369,2023-08-12 18:00:00,preventive,0.85,0.958
ME_D2394FABFD3B,EQUIP_33E02AD8B369,2023-11-17 15:00:00,preventive,0.82,0.975
ME_D1F1195CFE56,EQUIP_34424853EDD8,2023-02-06 11:00:00,preventive,0.96,0.949
ME_036AE40964E2,EQUIP_34424853EDD8,2023-03-14 06:00:00,corrective,4.26,0.718
ME_AE9C1B60B3E9,EQUIP_34424853EDD8,2023-05-26 18:00:00,preventive,1.04,0.921
ME_35832FF965EF,EQUIP_34424853EDD8,2023-08-21 09:00:00,preventive,2.24,0.926
ME_875174B738E1,EQUIP_34424853EDD8,2023-11-22 18:00:00,preventive,0.71,0.9
ME_BA941925AC21,EQUIP_3464B16A4FA3,2023-01-31 15:00:00,preventive,1.04,0.953
ME_4741BE6051E0,EQUIP_3464B16A4FA3,2023-03-27 04:00:00,corrective,13.07,0.779
ME_8B30C564B68F,EQUIP_3464B16A4FA3,2023-03-29 07:00:00,preventive,0.74,0.971
ME_F642356EAA82,EQUIP_3464B16A4FA3,2023-05-27 14:00:00,preventive,0.91,0.95
ME_EE5232998B9E,EQUIP_3464B16A4FA3,2023-07-27 08:00:00,preventive,0.66,0.967
ME_1E0433B48216,EQUIP_3464B16A4FA3,2023-09-29 18:00:00,preventive,1.01,0.922
ME_A69BDEAEF8D5,EQUIP_3464B16A4FA3,2023-12-07 13:00:00,preventive,0.79,0.944
ME_528900338085,EQUIP_35E968783C26,2023-02-24 15:00:00,preventive,0.91,0.907
ME_476CBBF8646C,EQUIP_35E968783C26,2023-05-26 09:00:00,preventive,1.05,0.955
ME_1865F60AE143,EQUIP_35E968783C26,2023-08-16 07:00:00,preventive,0.8,0.938
ME_F96D6CA7FE85,EQUIP_35E968783C26,2023-11-12 14:00:00,preventive,2.03,0.951
ME_173042D8C65E,EQUIP_36098144E4BE,2023-01-30 08:00:00,corrective,8.13,0.833
ME_2CF4F895A86E,EQUIP_36098144E4BE,2023-03-30 14:00:00,preventive,0.94,0.991
ME_77454D36878C,EQUIP_36098144E4BE,2023-05-01 03:00:00,emergency,8.05,0.547
ME_6DE968912DFF,EQUIP_36098144E4BE,2023-09-21 18:00:00,preventive,1.04,0.991
ME_DFDC6DBF5344,EQUIP_36098144E4BE,2023-12-09 17:00:00,emergency,3.23,0.488
ME_8CB2B5853910,EQUIP_369E6F437A8A,2023-01-18 09:00:00,preventive,1.17,0.961
ME_4FB72CCAA7F9,EQUIP_369E6F437A8A,2023-03-14 07:00:00,preventive,1.68,0.934
ME_C7E7642746D0,EQUIP_369E6F437A8A,2023-04-28 12:00:00,preventive,1.0,0.94
ME_D87F47C58D4F,EQUIP_369E6F437A8A,2023-06-08 11:00:00,corrective,2.85,0.869
ME_221A9D1CF1AF,EQUIP_369E6F437A8A,2023-06-15 18:00:00,preventive,1.67,0.912
ME_BAA94B638CD2,EQUIP_369E6F437A8A,2023-06-15 19:00:00,emergency,5.55,0.641
ME_7936AAD55CFA,EQUIP_369E6F437A8A,2023-07-24 18:00:00,preventive,1.12,0.945
ME_CFF8E9494CDA,EQUIP_369E6F437A8A,2023-09-07 08:00:00,preventive,1.03,0.891
ME_B39E9BB526E2,EQUIP_369E6F437A8A,2023-10-31 10:00:00,preventive,0.75,0.898
ME_A79A3B602EB1,EQUIP_369E6F437A8A,2023-12-05 10:00:00,preventive,0.35,0.947
ME_F212BAE86783,EQUIP_37933BF783BD,2023-02-18 08:00:00,preventive,1.57,0.984
ME_207D522FF10D,EQUIP_37933BF783BD,2023-04-16 18:00:00,emergency,8.64,0.602
ME_8DCB57BEB29A,EQUIP_37933BF783BD,2023-04-17 07:00:00,emergency,7.32,0.628
ME_D4C66A6F22B6,EQUIP_37933BF783BD,2023-04-22 08:00:00,emergency,10.46,0.77
ME_E5D583990A69,EQUIP_37933BF783BD,2023-05-26 03:00:00,corrective,5.51,0.798
ME_ADB5D4A405BA,EQUIP_37933BF783BD,2023-06-01 08:00:00,preventive,1.46,0.986
ME_9179326EA6D8,EQUIP_37933BF783BD,2023-08-01 16:00:00,emergency,9.49,0.507
ME_8C0EB572715E,EQUIP_37933BF783BD,2023-08-18 07:00:00,preventive,0.78,0.948
ME_0280A782A2F9,EQUIP_37933BF783BD,2023-11-24 12:00:00,preventive,1.36,0.932
ME_B97E7935C8AB,EQUIP_37933BF783BD,2023-12-29 17:00:00,emergency,4.12,0.681
ME_6FE1AD2D923D,EQUIP_38AFD07CE16D,2023-02-24 14:00:00,preventive,0.6,0.835
ME_9370D9E961BA,EQUIP_38AFD07CE16D,2023-03-27 03:00:00,corrective,2.26,0.887
ME_CB3F21DAF202,EQUIP_38AFD07CE16D,2023-05-23 05:00:00,corrective,3.09,0.843
ME_585200223B2F,EQUIP_38AFD07CE16D,2023-05-24 16:00:00,corrective,8.94,0.789
ME_CE5A1404D92A,EQUIP_38AFD07CE16D,2023-06-21 17:00:00,preventive,2.14,0.916
ME_DFB9A967AE26,EQUIP_38AFD07CE16D,2023-11-06 10:00:00,preventive,0.44,0.903
ME_1F19EEBE33E7,EQUIP_3B575462DAE6,2023-02-17 10:00:00,preventive,0.99,0.992
ME_3762215AEB55,EQUIP_3B575462DAE6,2023-02-24 19:00:00,emergency,5.42,0.592
ME_C9C45C05BD50,EQUIP_3B575462DAE6,2023-04-17 07:00:00,preventive,1.07,0.845
ME_3092AFCC72C5,EQUIP_3B575462DAE6,2023-07-03 09:00:00,preventive,0.61,0.965
ME_6FEB517D3A4F,EQUIP_3B575462DAE6,2023-07-09 04:00:00,corrective,2.92,0.83
ME_C0166FC0E108,EQUIP_3B575462DAE6,2023-09-15 10:00:00,emergency,11.02,0.399
ME_08D8021A2512,EQUIP_3B575462DAE6,2023-09-18 00:00:00,emergency,8.93,0.426
ME_B0ACDFE093F0,EQUIP_3B575462DAE6,2023-09-20 12:00:00,preventive,0.46,0.966
ME_810893FABF37,EQUIP_3B575462DAE6,2023-10-25 17:00:00,emergency,10.6,0.55
ME_4A80DEB75F7D,EQUIP_3B575462DAE6,2023-12-06 14:00:00,preventive,1.59,0.966
ME_7F8F58E2CBDC,EQUIP_3B575462DAE6,2023-12-14 15:00:00,emergency,13.8,0.656
ME_3F7DDC43C988,EQUIP_3D18FFD3691D,2023-04-18 11:00:00,preventive,1.19,0.989
ME_131AEC8553D5,EQUIP_3D18FFD3691D,2023-09-16 10:00:00,preventive,0.51,0.866
ME_F61F212E8C59,EQUIP_403A88743DBE,2023-02-03 15:00:00,preventive,1.48,0.902
ME_B52D5FA33B78,EQUIP_403A88743DBE,2023-04-05 17:00:00,preventive,0.78,0.967
ME_F0848721F320,EQUIP_403A88743DBE,2023-06-08 18:00:00,preventive,0.87,0.916
ME_D24590E6A434,EQUIP_403A88743DBE,2023-08-02 15:00:00,preventive,0.95,0.978
ME_EFB4D015FA46,EQUIP_403A88743DBE,2023-10-01 16:00:00,preventive,0.84,0.875
ME_49005BEA160C,EQUIP_403A88743DBE,2023-11-27 12:00:00,preventive,1.57,0.939
ME_A139683D1FB0,EQUIP_41739BD67C07,2023-02-06 16:00:00,preventive,0.76,0.962
ME_4B19DEC97001,EQUIP_41739BD67C07,2023-05-11 18:00:00,preventive,0.76,0.912
ME_E8D65C8F641D,EQUIP_41739BD67C07,2023-08-25 08:00:00,preventive,0.9,0.987
ME_E29FA8D60046,EQUIP_41739BD67C07,2023-11-10 07:00:00,preventive,0.88,0.966
ME_48E504477B8F,EQUIP_41739BD67C07,2023-12-14 00:00:00,corrective,4.5,0.872
ME_0B1F7E856863,EQUIP_41EB95DFAA4A,2023-01-24 13:00:00,corrective,2.98,0.818
ME_EAF16F2A49E6,EQUIP_41EB95DFAA4A,2023-03-14 12:00:00,preventive,0.67,0.975
ME_AB374B8AF214,EQUIP_41EB95DFAA4A,2023-07-04 13:00:00,preventive,1.53,0.968
ME_DA0B8E96D3CA,EQUIP_41EB95DFAA4A,2023-09-16 06:00:00,corrective,2.86,0.879
ME_A3512F3F7F0A,EQUIP_41EB95DFAA4A,2023-10-28 17:00:00,preventive,0.66,0.935
ME_79B7FB2F1DFE,EQUIP_41EB95DFAA4A,2023-12-01 22:00:00,corrective,4.44,0.732
ME_C79B6F96BC8A,EQUIP_446CB0303011,2023-01-02 13:00:00,corrective,3.94,0.847
ME_82E9F30F05E1,EQUIP_446CB0303011,2023-03-10 10:00:00,preventive,2.01,0.941
ME_8CF2FF655B1F,EQUIP_446CB0303011,2023-06-22 17:00:00,preventive,1.21,0.988
ME_89F40835D6F5,EQUIP_446CB0303011,2023-08-17 04:00:00,corrective,9.01,0.741
ME_9F718DD4D738,EQUIP_446CB0303011,2023-11-02 18:00:00,preventive,0.75,0.975
ME_924BA79B2D95,EQUIP_45D038597023,2023-02-16 07:00:00,preventive,0.96,0.895
ME_FB3608579D85,EQUIP_45D038597023,2023-02-23 14:00:00,corrective,2.95,0.822
ME_489947C64629,EQUIP_45D038597023,2023-05-22 07:00:00,preventive,1.5,0.993
ME_CF7071506457,EQUIP_45D038597023,2023-08-28 17:00:00,preventive,1.5,0.949
ME_47E4FEC476A8,EQUIP_45D038597023,2023-11-07 07:00:00,preventive,0.72,0.952
ME_486F819BBAED,EQUIP_4685E718EF89,2023-02-04 19:00:00,emergency,7.16,0.513
ME_043F748672BD,EQUIP_4685E718EF89,2023-02-22 09:00:00,preventive,0.76,0.99
ME_2F4163185551,EQUIP_4685E718EF89,2023-05-23 16:00:00,preventive,0.53,0.907
ME_4BB7D33A9FC4,EQUIP_4685E718EF89,2023-08-16 14:00:00,preventive,1.04,0.948
ME_27491A865FB3,EQUIP_4685E718EF89,2023-11-13 14:00:00,preventive,1.14,0.955
ME_6D3D4CAB3102,EQUIP_475DD3A7D4EE,2023-02-13 07:00:00,preventive,0.41,0.975
ME_03678A731C1A,EQUIP_475DD3A7D4EE,2023-05-04 13:00:00,preventive,0.97,0.953
ME_835C065E4A8B,EQUIP_475DD3A7D4EE,2023-07-07 00:00:00,emergency,5.69,0.475
ME_1350961DD2D0,EQUIP_475DD3A7D4EE,2023-08-11 09:00:00,preventive,1.0,0.982
ME_B738EB0A7FF2,EQUIP_475DD3A7D4EE,2023-11-19 12:00:00,preventive,0.74,0.958
ME_E80F5090BEDA,EQUIP_475DD3A7D4EE,2023-12-06 10:00:00,emergency,5.29,0.537
ME_8B52B888A695,EQUIP_4883B435AA4B,2023-02-09 10:00:00,preventive,0.87,0.971
ME_33BDF04E129C,EQUIP_4883B435AA4B,2023-05-21 15:00:00,preventive,0.94,0.926
ME_31C3D5F71C13,EQUIP_4883B435AA4B,2023-08-17 12:00:00,preventive,1.31,0.952
ME_4151A07BCC3B,EQUIP_4883B435AA4B,2023-11-15 18:00:00,preventive,1.14,0.969
ME_0B31EB2B7781,EQUIP_4A335ED0DF0A,2023-02-08 15:00:00,preventive,1.01,0.936
ME_EF4684BFEDE8,EQUIP_4A335ED0DF0A,2023-04-15 20:00:00,emergency,6.15,0.566
ME_3D099C25DAB7,EQUIP_4A335ED0DF0A,2023-05-14 13:00:00,preventive,0.54,0.92
ME_4E29D3C2ACEC,EQUIP_4A335ED0DF0A,2023-08-06 22:00:00,emergency,14.12,0.573
ME_5C56467FC04E,EQUIP_4A335ED0DF0A,2023-08-20 14:00:00,preventive,1.44,0.959
ME_0CEC07A3E954,EQUIP_4A335ED0DF0A,2023-09-17 03:00:00,emergency,10.4,0.584
ME_FE2A531E311F,EQUIP_4A335ED0DF0A,2023-11-25 16:00:00,preventive,1.03,0.888
ME_47EE09DC15B4,EQUIP_4D022E2BAC65,2023-03-17 13:00:00,preventive,0.93,0.971
ME_2D9B9EAB0BC1,EQUIP_4D022E2BAC65,2023-10-06 10:00:00,preventive,1.21,0.964
ME_61C6EF117322,EQUIP_4DB3B6DD7690,2023-01-31 14:00:00,emergency,14.93,0.497
ME_06141B2EB03A,EQUIP_4DB3B6DD7690,2023-03-20 10:00:00,preventive,1.31,0.987
ME_89DF580073D2,EQUIP_4DB3B6DD7690,2023-04-24 14:00:00,emergency,1.99,0.77
ME_86A6E764350D,EQUIP_4DB3B6DD7690,2023-06-12 13:00:00,emergency,4.05,0.489
ME_EB4DCA22EBEC,EQUIP_4DB3B6DD7690,2023-10-12 08:00:00,preventive,0.59,0.964
ME_0E555C91F06C,EQUIP_4DB3B6DD7690,2023-10-18 00:00:00,emergency,2.36,0.536
ME_A6F38F36978E,EQUIP_4DB611D94911,2023-01-31 09:00:00,preventive,1.68,0.987
ME_F7D84351056D,EQUIP_4DB611D94911,2023-02-20 14:00:00,emergency,5.72,0.62
ME_50039D1CB8F1,EQUIP_4DB611D94911,2023-04-07 22:00:00,emergency,4.7,0.568
ME_2713C2C811A4,EQUIP_4DB611D94911,2023-05-18 16:00:00,preventive,1.45,0.972
ME_9221657D78B0,EQUIP_4DB611D94911,2023-08-07 09:00:00,preventive,0.81,0.952
ME_8AE5F68D3E33,EQUIP_4DB611D94911,2023-08-20 19:00:00,emergency,17.1,0.475
ME_202654FB0E76,EQUIP_4DB611D94911,2023-09-25 17:00:00,emergency,9.7,0.609
ME_C859FE4E5FCC,EQUIP_4DB611D94911,2023-11-16 08:00:00,emergency,3.98,0.491
ME_B5270CAA67C7,EQUIP_4DB611D94911,2023-11-22 16:00:00,preventive,0.83,0.925
ME_E638E1FC134E,EQUIP_4DB611D94911,2023-11-28 20:00:00,emergency,10.63,0.39
ME_F92E9A0A8CA7,EQUIP_4EF9EAEFDAD9,2023-02-12 15:00:00,preventive,1.42,0.958
ME_109983EC5747,EQUIP_4EF9EAEFDAD9,2023-05-26 07:00:00,preventive,0.84,0.963
ME_79E6038A3486,EQUIP_4EF9EAEFDAD9,2023-08-14 14:00:00,preventive,0.81,0.876
ME_090E2D62C11B,EQUIP_4EF9EAEFDAD9,2023-10-29 16:00:00,corrective,4.8,0.859
ME_DE7A4B876D02,EQUIP_4EF9EAEFDAD9,2023-11-05 09:00:00,preventive,1.73,0.981
ME_05A7A819A2F3,EQUIP_5031CD046FA5,2023-01-30 15:00:00,preventive,1.87,0.865
ME_675796608B2F,EQUIP_5031CD046FA5,2023-02-02 10:00:00,emergency,6.82,0.599
ME_DAAA96274566,EQUIP_5031CD046FA5,2023-03-17 07:00:00,preventive,0.8,0.92
ME_4B63D7C5948E,EQUIP_5031CD046FA5,2023-04-18 17:00:00,preventive,1.01,0.918
ME_730308369A66,EQUIP_5031CD046FA5,2023-05-02 14:00:00,emergency,8.46,0.658
ME_701C5FFC7F5B,EQUIP_5031CD046FA5,2023-05-13 03:00:00,emergency,15.45,0.626
ME_81BBD4C7B693,EQUIP_5031CD046FA5,2023-06-08 02:00:00,emergency,8.78,0.687
ME_E40AEFACC58D,EQUIP_5031CD046FA5,2023-06-13 10:00:00,preventive,1.26,0.957
ME_599FEED703EA,EQUIP_5031CD046FA5,2023-07-15 17:00:00,emergency,12.51,0.632
ME_4105A3D2EF9B,EQUIP_5031CD046FA5,2023-07-23 12:00:00,preventive,0.85,0.943
ME_231691548AE7,EQUIP_5031CD046FA5,2023-08-08 01:00:00,emergency,6.82,0.517
ME_FB25E5C550F4,EQUIP_5031CD046FA5,2023-09-08 16:00:00,preventive,0.64,0.982
ME_B82170341B12,EQUIP_5031CD046FA5,2023-09-19 11:00:00,emergency,4.59,0.536
ME_8B2AACCDDCC5,EQUIP_5031CD046FA5,2023-10-17 08:00:00,preventive,0.95,0.924
ME_4EA6E5189FAF,EQUIP_5031CD046FA5,2023-11-02 18:00:00,emergency,32.85,0.499
ME_7CB61BC6F7CC,EQUIP_5031CD046FA5,2023-12-12 08:00:00,preventive,1.4,0.97
ME_7AC749306D2D,EQUIP_50FB299C533E,2023-01-25 02:00:00,corrective,3.07,0.792
ME_D7BEEB42DC45,EQUIP_50FB299C533E,2023-02-15 10:00:00,preventive,1.27,0.928
ME_5F922097D3A9,EQUIP_50FB299C533E,2023-06-28 18:00:00,preventive,0.92,0.968
ME_7C966A7113A8,EQUIP_50FB299C533E,2023-10-21 15:00:00,preventive,1.23,0.98
ME_BAB6EA3D29D3,EQUIP_52D0D54AF00C,2023-02-20 11:00:00,preventive,1.12,0.939
ME_9278B68CE908,EQUIP_52D0D54AF00C,2023-05-27 07:00:00,preventive,1.22,0.96
ME_0916A50D9734,EQUIP_52D0D54AF00C,2023-08-13 11:00:00,preventive,0.49,0.979
ME_C321C4534522,EQUIP_52D0D54AF00C,2023-11-10 18:00:00,preventive,0.87,0.913
ME_65781100C39E,EQUIP_52D0D54AF00C,2023-12-13 23:00:00,emergency,37.63,0.582
ME_DE67E9B000DA,EQUIP_53ABC033B9B5,2023-01-24 13:00:00,preventive,0.97,0.955
ME_D03C6B557EDF,EQUIP_53ABC033B9B5,2023-04-04 08:00:00,preventive,0.78,0.935
ME_CCBD57B1AE78,EQUIP_53ABC033B9B5,2023-06-02 08:00:00,preventive,2.29,0.979
