site_id,timestamp,dry_bulb_temp,relative_humidity,solar_irradiance,rainfall,cloud_cover,wind_speed,cooling_degree,apparent_temp,is_holiday,day_of_week,hour_of_day,month
SITE_0003,2023-09-29 03:00:00,25.91,83.53,0.0,0.0,0.0,6.57,0.0,26.5,1,5,3,9
SITE_0003,2023-09-29 04:00:00,26.26,84.11,9.67,0.0,18.3,2.41,0.26,30.02,1,5,4,9
SITE_0003,2023-09-29 05:00:00,26.88,82.36,0.0,1.44,24.9,1.82,0.88,31.2,1,5,5,9
SITE_0003,2023-09-29 06:00:00,27.17,78.56,0.0,2.27,26.2,4.86,1.17,29.07,1,5,6,9
SITE_0003,2023-09-29 07:00:00,28.03,74.29,200.67,0.0,3.7,5.29,2.03,29.58,1,5,7,9
SITE_0003,2023-09-29 08:00:00,27.25,76.65,337.11,0.0,29.3,6.09,1.25,28.11,1,5,8,9
SITE_0003,2023-09-29 09:00:00,28.2,77.21,580.86,3.63,9.3,3.67,2.2,31.34,1,5,9,9
SITE_0003,2023-09-29 10:00:00,26.8,79.56,474.99,0.0,38.6,5.89,0.8,27.9,1,5,10,9
SITE_0003,2023-09-29 11:00:00,27.03,86.81,713.99,0.0,18.8,1.45,1.03,32.21,1,5,11,9
SITE_0003,2023-09-29 12:00:00,27.11,85.35,906.65,0.0,4.3,4.71,1.11,29.89,1,5,12,9
SITE_0003,2023-09-29 13:00:00,26.77,86.66,586.4,0.0,33.0,1.31,0.77,31.88,1,5,13,9
SITE_0003,2023-09-29 14:00:00,26.86,86.75,591.56,8.02,21.5,1.14,0.86,32.15,1,5,14,9
SITE_0003,2023-09-29 15:00:00,26.71,93.38,413.45,0.0,33.5,0.65,0.71,33.02,1,5,15,9
SITE_0003,2023-09-29 16:00:00,27.06,94.43,438.19,0.0,0.0,1.73,1.06,32.96,1,5,16,9
SITE_0003,2023-09-29 17:00:00,29.43,88.57,145.07,0.0,40.1,4.24,3.43,34.42,1,5,17,9
SITE_0003,2023-09-29 18:00:00,27.43,90.38,0.0,0.0,36.2,1.36,1.43,33.35,1,5,18,9
SITE_0003,2023-09-29 19:00:00,27.15,85.81,1.27,0.0,24.1,3.42,1.15,30.91,1,5,19,9
SITE_0003,2023-09-29 20:00:00,26.79,86.44,0.0,1.81,47.2,3.13,0.79,30.61,1,5,20,9
SITE_0003,2023-09-29 21:00:00,26.25,88.11,15.26,0.46,22.6,2.28,0.25,30.54,1,5,21,9
SITE_0003,2023-09-29 22:00:00,27.34,90.16,3.38,0.0,13.6,2.78,1.34,32.18,1,5,22,9
SITE_0003,2023-09-29 23:00:00,27.13,93.35,9.97,0.0,18.3,2.09,1.13,32.7,1,5,23,9
SITE_0003,2023-09-30 00:00:00,27.89,90.77,8.11,3.38,15.2,2.82,1.89,33.13,0,6,0,9
SITE_0003,2023-09-30 01:00:00,26.75,87.45,0.0,5.27,23.1,1.29,0.75,31.95,0,6,1,9
SITE_0003,2023-09-30 02:00:00,25.78,91.01,0.0,0.0,24.2,2.77,0.0,29.78,0,6,2,9
SITE_0003,2023-09-30 03:00:00,27.0,92.36,0.0,0.0,33.4,1.76,1.0,32.6,0,6,3,9
SITE_0003,2023-09-30 04:00:00,27.69,86.88,0.0,0.0,41.4,1.99,1.69,32.91,0,6,4,9
SITE_0003,2023-09-30 05:00:00,29.29,82.23,0.0,13.06,19.3,3.58,3.29,33.8,0,6,5,9
SITE_0003,2023-09-30 06:00:00,28.26,76.05,0.0,0.89,0.3,1.5,2.26,32.81,0,6,6,9
SITE_0003,2023-09-30 07:00:00,29.58,79.9,167.93,0.0,18.6,1.79,3.58,35.21,0,6,7,9
SITE_0003,2023-09-30 08:00:00,28.03,73.53,369.7,0.0,17.2,3.39,2.03,30.82,0,6,8,9
SITE_0003,2023-09-30 09:00:00,28.86,74.3,423.56,0.0,32.5,1.28,2.86,33.67,0,6,9,9
SITE_0003,2023-09-30 10:00:00,29.39,69.58,637.42,0.0,15.4,3.8,3.39,32.11,0,6,10,9
SITE_0003,2023-09-30 11:00:00,29.22,66.79,600.86,0.0,31.0,1.42,3.22,33.14,0,6,11,9
SITE_0003,2023-09-30 12:00:00,28.35,72.49,568.95,0.69,36.0,2.91,2.35,31.51,0,6,12,9
SITE_0003,2023-09-30 13:00:00,29.78,77.92,459.04,0.0,43.9,2.41,3.78,34.83,0,6,13,9
SITE_0003,2023-09-30 14:00:00,30.49,77.5,600.4,0.0,21.1,2.6,4.49,35.79,0,6,14,9
SITE_0003,2023-09-30 15:00:00,29.63,82.87,582.66,0.0,2.0,2.57,3.63,35.15,0,6,15,9
SITE_0003,2023-09-30 16:00:00,29.27,83.01,404.75,0.0,3.6,2.78,3.27,34.43,0,6,16,9
SITE_0003,2023-09-30 17:00:00,28.7,79.45,256.87,0.0,0.0,3.98,2.7,32.2,0,6,17,9
SITE_0003,2023-09-30 18:00:00,27.5,79.36,0.0,0.0,26.8,0.89,1.5,32.46,0,6,18,9
SITE_0003,2023-09-30 19:00:00,25.36,78.23,0.0,0.0,12.2,2.24,0.0,28.12,0,6,19,9
SITE_0003,2023-09-30 20:00:00,27.27,77.73,0.0,0.0,9.8,1.99,1.27,31.14,0,6,20,9
SITE_0003,2023-09-30 21:00:00,26.05,82.74,11.28,2.96,19.6,1.71,0.05,30.03,0,6,21,9
SITE_0003,2023-09-30 22:00:00,26.37,83.35,10.78,0.0,15.2,2.48,0.37,30.05,0,6,22,9
SITE_0003,2023-09-30 23:00:00,25.21,82.5,14.91,0.0,37.2,4.02,0.0,27.1,0,6,23,9
SITE_0003,2023-10-01 00:00:00,24.28,83.73,0.0,0.0,27.5,2.34,0.0,27.0,0,7,0,10
SITE_0003,2023-10-01 01:00:00,25.15,83.1,0.0,0.0,18.9,1.17,0.0,29.07,0,7,1,10
SITE_0003,2023-10-01 02:00:00,26.1,81.57,27.13,0.0,30.7,1.76,0.1,29.94,0,7,2,10
SITE_0003,2023-10-01 03:00:00,25.52,86.62,10.17,2.66,19.0,1.78,0.0,29.58,0,7,3,10
SITE_0003,2023-10-01 04:00:00,26.93,83.6,0.0,0.0,6.6,2.39,0.93,31.02,0,7,4,10
SITE_0003,2023-10-01 05:00:00,25.64,74.06,0.0,0.0,8.9,1.46,0.0,28.64,0,7,5,10
SITE_0003,2023-10-01 06:00:00,26.48,66.96,1.02,0.0,8.5,2.36,0.48,28.45,0,7,6,10
SITE_0003,2023-10-01 07:00:00,27.75,71.24,216.14,0.0,4.6,0.74,1.75,31.96,0,7,7,10
SITE_0003,2023-10-01 08:00:00,27.79,71.48,445.89,0.0,10.4,4.88,1.79,29.15,0,7,8,10
SITE_0003,2023-10-01 09:00:00,28.79,68.32,547.77,0.0,14.4,2.53,2.79,31.91,0,7,9,10
SITE_0003,2023-10-01 10:00:00,28.5,72.07,501.57,2.04,32.5,1.43,2.5,32.72,0,7,10,10
SITE_0003,2023-10-01 11:00:00,27.6,77.37,752.5,0.0,18.9,5.14,1.6,29.4,0,7,11,10
SITE_0003,2023-10-01 12:00:00,27.55,75.11,526.68,0.0,43.5,1.24,1.55,31.78,0,7,12,10
SITE_0003,2023-10-01 13:00:00,28.18,85.28,575.74,0.0,32.7,3.41,2.18,32.51,0,7,13,10
SITE_0003,2023-10-01 14:00:00,28.18,83.01,419.93,0.0,45.5,1.27,2.18,33.72,0,7,14,10
SITE_0003,2023-10-01 15:00:00,27.69,84.85,440.63,0.0,30.6,1.75,1.69,32.83,0,7,15,10
SITE_0003,2023-10-01 16:00:00,27.62,85.06,415.08,1.59,0.0,1.96,1.62,32.59,0,7,16,10
SITE_0003,2023-10-01 17:00:00,25.67,88.12,237.89,0.0,0.0,5.62,0.0,27.29,0,7,17,10
SITE_0003,2023-10-01 18:00:00,25.9,92.59,2.65,6.78,40.7,1.23,0.0,31.22,0,7,18,10
SITE_0003,2023-10-01 19:00:00,26.35,91.38,55.27,0.0,28.8,2.69,0.35,30.78,0,7,19,10
SITE_0003,2023-10-01 20:00:00,27.32,91.15,0.0,0.0,5.8,0.74,1.32,33.69,0,7,20,10
SITE_0003,2023-10-01 21:00:00,26.99,91.84,0.0,0.0,3.3,2.89,0.99,31.73,0,7,21,10
SITE_0003,2023-10-01 22:00:00,26.16,90.98,0.0,0.0,20.5,0.94,0.16,31.66,0,7,22,10
SITE_0003,2023-10-01 23:00:00,27.13,88.43,0.0,0.0,18.3,1.09,1.13,32.82,0,7,23,10
SITE_0003,2023-10-02 00:00:00,27.23,89.45,9.28,0.0,0.0,2.01,1.23,32.46,0,1,0,10
SITE_0003,2023-10-02 01:00:00,26.78,91.37,7.38,0.0,25.1,1.85,0.78,32.06,0,1,1,10
SITE_0003,2023-10-02 02:00:00,26.79,91.15,0.0,0.0,31.8,2.75,0.79,31.42,0,1,2,10
SITE_0003,2023-10-02 03:00:00,26.86,88.87,12.19,0.0,49.0,1.68,0.86,32.02,0,1,3,10
SITE_0003,2023-10-02 04:00:00,26.93,85.34,8.47,0.0,20.1,5.34,0.93,29.16,0,1,4,10
SITE_0003,2023-10-02 05:00:00,27.59,83.13,12.73,0.0,19.2,1.61,1.59,32.56,0,1,5,10
SITE_0003,2023-10-02 06:00:00,27.34,80.33,45.18,0.0,25.3,1.04,1.34,32.22,0,1,6,10
SITE_0003,2023-10-02 07:00:00,27.7,79.81,134.33,0.0,44.0,1.01,1.7,32.74,0,1,7,10
SITE_0003,2023-10-02 08:00:00,27.19,79.14,417.82,0.0,11.8,1.81,1.19,31.31,0,1,8,10
SITE_0003,2023-10-02 09:00:00,27.1,79.29,468.21,0.33,26.5,1.82,1.1,31.18,0,1,9,10
SITE_0003,2023-10-02 10:00:00,25.89,77.42,652.8,0.0,17.4,2.47,0.0,28.67,0,1,10,10
SITE_0003,2023-10-02 11:00:00,26.36,78.73,761.88,0.0,12.5,3.74,0.36,28.64,0,1,11,10
SITE_0003,2023-10-02 12:00:00,27.17,83.67,761.4,0.0,14.6,2.96,1.17,31.01,0,1,12,10
SITE_0003,2023-10-02 13:00:00,27.38,85.55,844.49,2.36,0.0,2.16,1.38,32.13,0,1,13,10
SITE_0003,2023-10-02 14:00:00,27.91,86.86,527.68,0.0,33.0,2.44,1.91,32.95,0,1,14,10
SITE_0003,2023-10-02 15:00:00,27.56,88.77,376.03,0.0,40.4,1.72,1.56,33.11,0,1,15,10
SITE_0003,2023-10-02 16:00:00,28.09,90.3,476.04,0.0,0.0,5.73,2.09,31.37,0,1,16,10
SITE_0003,2023-10-02 17:00:00,29.04,90.98,198.21,0.0,5.2,3.18,3.04,34.83,0,1,17,10
SITE_0003,2023-10-02 18:00:00,28.37,89.72,0.0,0.0,16.9,1.62,2.37,34.63,0,1,18,10
SITE_0003,2023-10-02 19:00:00,27.83,88.69,44.78,0.0,30.4,0.98,1.83,34.06,0,1,19,10
SITE_0003,2023-10-02 20:00:00,26.26,88.75,0.0,0.0,15.7,4.54,0.26,29.05,0,1,20,10
SITE_0003,2023-10-02 21:00:00,25.41,91.75,10.07,0.0,44.3,1.69,0.0,30.03,0,1,21,10
SITE_0003,2023-10-02 22:00:00,25.99,94.14,9.6,0.0,35.7,0.62,0.0,31.96,0,1,22,10
SITE_0003,2023-10-02 23:00:00,26.45,95.39,4.31,0.0,35.0,2.32,0.45,31.66,0,1,23,10
SITE_0003,2023-10-03 00:00:00,26.42,94.72,0.0,0.93,31.3,3.74,0.42,30.54,0,2,0,10
SITE_0003,2023-10-03 01:00:00,26.87,91.03,0.0,0.0,20.0,5.07,0.87,29.92,0,2,1,10
SITE_0003,2023-10-03 02:00:00,26.67,93.57,0.0,0.21,41.3,0.95,0.67,32.77,0,2,2,10
SITE_0003,2023-10-03 03:00:00,27.9,91.51,0.0,0.0,33.2,1.76,1.9,33.98,0,2,3,10
SITE_0003,2023-10-03 04:00:00,27.33,93.91,0.0,0.0,31.8,6.1,1.33,30.29,0,2,4,10
SITE_0003,2023-10-03 05:00:00,28.75,84.95,0.0,0.0,30.9,2.22,2.75,34.23,0,2,5,10
SITE_0003,2023-10-03 06:00:00,28.86,84.61,2.66,0.0,41.3,2.78,2.86,33.97,0,2,6,10
SITE_0003,2023-10-03 07:00:00,29.45,78.49,241.84,0.0,11.9,1.6,3.45,34.94,0,2,7,10
SITE_0003,2023-10-03 08:00:00,30.31,74.32,415.83,0.0,8.0,2.49,4.31,35.12,0,2,8,10
SITE_0003,2023-10-03 09:00:00,29.44,68.89,363.3,0.0,40.3,2.48,3.44,33.01,0,2,9,10
SITE_0003,2023-10-03 10:00:00,28.9,69.89,700.05,5.76,11.9,2.89,2.9,32.03,0,2,10,10
SITE_0003,2023-10-03 11:00:00,28.93,71.05,408.68,0.0,50.2,5.62,2.93,30.32,0,2,11,10
SITE_0003,2023-10-03 12:00:00,28.2,76.47,813.84,2.75,10.4,2.16,2.2,32.31,0,2,12,10
SITE_0003,2023-10-03 13:00:00,29.02,76.06,864.88,0.0,1.4,2.79,3.02,33.1,0,2,13,10
SITE_0003,2023-10-03 14:00:00,28.68,83.61,447.76,0.0,40.6,3.92,2.68,32.75,0,2,14,10
SITE_0003,2023-10-03 15:00:00,27.56,85.8,610.31,0.0,4.5,1.41,1.56,32.97,0,2,15,10
SITE_0003,2023-10-03 16:00:00,28.56,82.96,281.49,0.0,28.4,1.41,2.56,34.23,0,2,16,10
SITE_0003,2023-10-03 17:00:00,29.01,86.6,224.37,0.0,5.0,2.04,3.01,35.0,0,2,17,10
SITE_0003,2023-10-03 18:00:00,27.43,88.21,0.0,0.0,0.0,6.09,1.43,29.78,0,2,18,10
SITE_0003,2023-10-03 19:00:00,26.48,87.2,5.73,0.0,31.3,0.86,0.48,31.8,0,2,19,10
SITE_0003,2023-10-03 20:00:00,25.43,87.99,31.03,0.0,0.0,2.37,0.0,29.18,0,2,20,10
SITE_0003,2023-10-03 21:00:00,25.25,91.17,12.35,0.0,26.4,0.91,0.0,30.26,0,2,21,10
SITE_0003,2023-10-03 22:00:00,25.71,91.22,0.0,0.0,14.3,3.19,0.0,29.39,0,2,22,10
SITE_0003,2023-10-03 23:00:00,24.51,92.74,0.0,0.0,18.8,1.73,0.0,28.69,0,2,23,10
SITE_0003,2023-10-04 00:00:00,24.01,88.98,3.87,0.0,0.0,1.27,0.0,27.86,0,3,0,10
SITE_0003,2023-10-04 01:00:00,24.14,85.96,3.17,0.0,19.7,1.81,0.0,27.38,0,3,1,10
SITE_0003,2023-10-04 02:00:00,26.15,82.58,0.0,0.0,16.4,2.24,0.15,29.8,0,3,2,10
SITE_0003,2023-10-04 03:00:00,25.38,83.37,31.06,0.0,19.3,4.53,0.0,27.1,0,3,3,10
SITE_0003,2023-10-04 04:00:00,26.72,83.62,1.34,3.56,21.8,1.25,0.72,31.49,0,3,4,10
SITE_0003,2023-10-04 05:00:00,27.75,83.64,0.0,1.04,18.3,3.05,1.75,31.86,0,3,5,10
SITE_0003,2023-10-04 06:00:00,27.5,80.78,24.9,0.0,20.8,0.91,1.5,32.62,0,3,6,10
SITE_0003,2023-10-04 07:00:00,27.1,75.5,223.88,0.0,3.4,3.07,1.1,29.86,0,3,7,10
SITE_0003,2023-10-04 08:00:00,27.56,72.8,354.51,4.14,28.4,1.83,1.56,31.1,0,3,8,10
SITE_0003,2023-10-04 09:00:00,28.32,79.87,538.47,0.33,15.9,1.57,2.32,33.34,0,3,9,10
SITE_0003,2023-10-04 10:00:00,28.17,82.62,496.28,0.0,30.8,2.24,2.17,32.98,0,3,10,10
SITE_0003,2023-10-04 11:00:00,27.53,86.9,694.55,0.0,20.5,1.57,1.53,32.94,0,3,11,10
SITE_0003,2023-10-04 12:00:00,27.18,90.36,470.23,0.0,49.4,2.14,1.18,32.39,0,3,12,10
SITE_0003,2023-10-04 13:00:00,26.53,90.24,696.63,0.0,18.2,1.57,0.53,31.73,0,3,13,10
SITE_0003,2023-10-04 14:00:00,28.11,93.93,487.31,0.0,37.5,2.46,2.11,34.14,0,3,14,10
SITE_0003,2023-10-04 15:00:00,28.83,92.36,602.98,0.0,2.2,2.81,2.83,34.91,0,3,15,10
SITE_0003,2023-10-04 16:00:00,29.82,98.44,291.29,0.0,37.2,5.01,3.82,35.91,0,3,16,10
SITE_0003,2023-10-04 17:00:00,29.25,99.46,62.68,0.0,67.1,1.67,3.25,37.38,0,3,17,10
SITE_0003,2023-10-04 18:00:00,27.69,99.63,0.0,0.0,32.1,2.88,1.69,33.84,0,3,18,10
SITE_0003,2023-10-04 19:00:00,27.66,100.0,0.0,0.0,11.9,2.65,1.66,33.99,0,3,19,10
SITE_0003,2023-10-04 20:00:00,26.89,95.64,0.0,0.0,34.3,2.76,0.89,32.1,0,3,20,10
SITE_0003,2023-10-04 21:00:00,25.28,95.54,0.0,2.17,21.8,4.67,0.0,28.14,0,3,21,10
SITE_0003,2023-10-04 22:00:00,24.94,93.01,0.0,0.0,15.8,1.75,0.0,29.37,0,3,22,10
SITE_0003,2023-10-04 23:00:00,24.77,87.14,0.0,3.34,0.0,3.37,0.0,27.37,0,3,23,10
SITE_0003,2023-10-05 00:00:00,24.82,84.1,13.72,0.0,20.7,1.2,0.0,28.65,0,4,0,10
SITE_0003,2023-10-05 01:00:00,24.39,85.55,0.0,0.0,21.9,1.08,0.0,28.23,0,4,1,10
SITE_0003,2023-10-05 02:00:00,24.01,86.54,0.0,6.01,35.2,2.08,0.0,27.06,0,4,2,10
SITE_0003,2023-10-05 03:00:00,23.29,86.09,9.96,1.05,27.0,3.16,0.0,25.18,0,4,3,10
SITE_0003,2023-10-05 04:00:00,23.74,90.39,10.89,0.0,20.5,2.01,0.0,27.07,0,4,4,10
SITE_0003,2023-10-05 05:00:00,26.3,83.32,0.0,0.0,21.3,1.2,0.3,30.84,0,4,5,10
SITE_0003,2023-10-05 06:00:00,26.45,80.62,4.15,4.38,13.4,0.74,0.45,31.09,0,4,6,10
SITE_0003,2023-10-05 07:00:00,27.88,83.83,193.08,0.0,19.5,1.31,1.88,33.31,0,4,7,10
SITE_0003,2023-10-05 08:00:00,26.75,81.25,478.86,3.84,0.0,3.6,0.75,29.62,0,4,8,10
SITE_0003,2023-10-05 09:00:00,26.32,76.14,550.35,0.0,12.5,1.38,0.32,29.93,0,4,9,10
SITE_0003,2023-10-05 10:00:00,26.79,80.63,568.04,0.0,24.6,2.98,0.79,30.04,0,4,10,10
SITE_0003,2023-10-05 11:00:00,27.42,82.87,594.82,0.0,31.9,5.62,1.42,29.45,0,4,11,10
SITE_0003,2023-10-05 12:00:00,27.07,79.14,893.84,0.0,4.4,3.64,1.07,29.84,0,4,12,10
SITE_0003,2023-10-05 13:00:00,26.6,82.47,741.68,0.0,11.6,3.08,0.6,29.89,0,4,13,10
SITE_0003,2023-10-05 14:00:00,27.07,84.88,710.57,0.0,6.3,2.47,1.07,31.34,0,4,14,10
SITE_0003,2023-10-05 15:00:00,26.41,86.14,302.91,0.0,57.5,3.05,0.41,30.03,0,4,15,10
SITE_0003,2023-10-05 16:00:00,26.84,87.41,292.11,0.0,29.2,2.65,0.84,31.14,0,4,16,10
SITE_0003,2023-10-05 17:00:00,26.34,89.01,146.8,0.0,27.0,1.18,0.34,31.56,0,4,17,10
SITE_0003,2023-10-05 18:00:00,25.77,89.6,57.47,0.0,10.1,3.93,0.0,28.79,0,4,18,10
SITE_0003,2023-10-05 19:00:00,24.65,89.15,10.24,0.0,18.1,1.35,0.0,28.8,0,4,19,10
SITE_0003,2023-10-05 20:00:00,24.64,84.06,0.0,0.0,12.8,2.02,0.0,27.8,0,4,20,10
SITE_0003,2023-10-05 21:00:00,25.97,87.13,0.0,0.0,12.2,1.5,0.0,30.54,0,4,21,10
SITE_0003,2023-10-05 22:00:00,26.51,83.77,26.21,0.0,34.2,1.69,0.51,30.87,0,4,22,10
SITE_0003,2023-10-05 23:00:00,26.15,84.86,0.0,0.0,1.1,2.56,0.15,29.83,0,4,23,10
SITE_0003,2023-10-06 00:00:00,25.05,82.99,0.0,0.0,19.8,5.55,0.0,25.84,0,5,0,10
SITE_0003,2023-10-06 01:00:00,24.32,87.15,0.0,4.84,20.0,3.36,0.0,26.69,0,5,1,10
SITE_0003,2023-10-06 02:00:00,25.46,84.92,2.49,0.0,22.7,3.28,0.0,28.26,0,5,2,10
SITE_0003,2023-10-06 03:00:00,26.67,83.47,0.0,0.0,33.1,2.41,0.67,30.59,0,5,3,10
SITE_0003,2023-10-06 04:00:00,27.14,86.71,0.0,0.0,11.5,3.09,1.14,31.23,0,5,4,10
SITE_0003,2023-10-06 05:00:00,27.57,84.88,13.24,1.22,13.3,3.51,1.57,31.41,0,5,5,10
SITE_0003,2023-10-06 06:00:00,28.8,79.95,28.25,0.0,54.5,3.16,2.8,33.0,0,5,6,10
SITE_0003,2023-10-06 07:00:00,27.65,76.97,167.7,1.07,17.1,2.82,1.65,31.05,0,5,7,10
SITE_0003,2023-10-06 08:00:00,29.63,80.7,378.64,0.0,15.5,2.45,3.63,34.94,0,5,8,10
SITE_0003,2023-10-06 09:00:00,30.33,77.21,603.02,0.0,7.1,2.47,4.33,35.58,0,5,9,10
SITE_0003,2023-10-06 10:00:00,29.76,78.0,597.85,0.0,24.6,1.45,3.76,35.48,0,5,10,10
SITE_0003,2023-10-06 11:00:00,30.34,83.05,587.77,0.0,34.5,2.14,4.34,36.66,0,5,11,10
SITE_0003,2023-10-06 12:00:00,30.14,79.66,813.04,0.0,9.8,1.03,4.14,36.62,0,5,12,10
SITE_0003,2023-10-06 13:00:00,28.38,81.32,310.61,0.0,61.2,4.22,2.38,31.76,0,5,13,10
SITE_0003,2023-10-06 14:00:00,27.4,80.97,596.05,0.0,27.2,3.77,1.4,30.48,0,5,14,10
SITE_0003,2023-10-06 15:00:00,27.28,84.0,671.39,0.0,0.0,4.09,1.28,30.43,0,5,15,10
SITE_0003,2023-10-06 16:00:00,26.69,89.31,419.75,0.0,2.7,1.88,0.69,31.66,0,5,16,10
SITE_0003,2023-10-06 17:00:00,27.11,90.11,251.31,0.0,0.0,1.09,1.11,32.98,0,5,17,10
SITE_0003,2023-10-06 18:00:00,26.8,91.87,4.71,0.0,25.8,2.77,0.8,31.51,0,5,18,10
SITE_0003,2023-10-06 19:00:00,27.61,92.74,17.35,0.0,33.8,1.75,1.61,33.66,0,5,19,10
SITE_0003,2023-10-06 20:00:00,26.91,91.33,0.0,4.8,29.1,2.01,0.91,32.16,0,5,20,10
SITE_0003,2023-10-06 21:00:00,27.94,98.7,0.0,0.0,0.0,1.27,1.94,35.28,0,5,21,10
SITE_0003,2023-10-06 22:00:00,27.48,100.0,0.0,0.0,28.7,2.36,1.48,33.89,0,5,22,10
SITE_0003,2023-10-06 23:00:00,27.24,100.0,0.0,0.0,0.0,1.57,1.24,34.04,0,5,23,10
SITE_0003,2023-10-07 00:00:00,27.23,100.0,0.0,0.0,22.4,4.22,1.23,32.16,0,6,0,10
SITE_0003,2023-10-07 01:00:00,26.69,100.0,23.01,0.0,20.2,1.4,0.69,33.23,0,6,1,10
SITE_0003,2023-10-07 02:00:00,26.35,92.09,22.41,0.0,21.5,4.21,0.35,29.8,0,6,2,10
SITE_0003,2023-10-07 03:00:00,26.9,92.35,25.86,0.0,28.1,6.84,0.9,28.88,0,6,3,10
SITE_0003,2023-10-07 04:00:00,27.0,87.08,0.0,0.0,5.8,3.27,1.0,30.92,0,6,4,10
SITE_0003,2023-10-07 05:00:00,29.38,87.06,16.46,0.0,9.8,1.99,3.38,35.71,0,6,5,10
SITE_0003,2023-10-07 06:00:00,30.72,84.19,0.0,0.0,25.2,2.08,4.72,37.51,0,6,6,10
SITE_0003,2023-10-07 07:00:00,29.16,81.4,248.6,0.0,9.0,3.49,3.16,33.54,0,6,7,10
SITE_0003,2023-10-07 08:00:00,29.13,80.18,226.67,0.0,40.7,2.5,3.13,34.02,0,6,8,10
SITE_0003,2023-10-07 09:00:00,28.38,83.88,557.61,0.0,12.7,3.13,2.38,32.85,0,6,9,10
SITE_0003,2023-10-07 10:00:00,29.4,85.68,363.36,0.0,51.7,2.44,3.4,35.24,0,6,10,10
SITE_0003,2023-10-07 11:00:00,29.08,80.17,772.53,0.0,11.5,0.48,3.08,35.36,0,6,11,10
SITE_0003,2023-10-07 12:00:00,27.79,81.44,817.57,0.0,9.1,6.07,1.79,29.54,0,6,12,10
SITE_0003,2023-10-07 13:00:00,27.24,81.78,852.57,0.0,6.1,1.8,1.24,31.71,0,6,13,10
SITE_0003,2023-10-07 14:00:00,27.7,81.89,624.51,0.0,22.1,1.4,1.7,32.73,0,6,14,10
SITE_0003,2023-10-07 15:00:00,27.32,83.27,579.31,0.0,9.2,6.19,1.32,28.94,0,6,15,10
SITE_0003,2023-10-07 16:00:00,27.71,82.48,322.46,0.0,31.5,1.38,1.71,32.83,0,6,16,10
SITE_0003,2023-10-07 17:00:00,27.28,83.95,224.73,0.0,14.0,1.11,1.28,32.51,0,6,17,10
SITE_0003,2023-10-07 18:00:00,25.38,89.33,27.26,0.0,7.9,1.76,0.0,29.67,0,6,18,10
SITE_0003,2023-10-07 19:00:00,24.82,91.86,0.0,0.0,33.0,3.85,0.0,27.6,0,6,19,10
SITE_0003,2023-10-07 20:00:00,24.65,93.82,7.13,0.34,20.6,2.49,0.0,28.48,0,6,20,10
SITE_0003,2023-10-07 21:00:00,24.01,88.48,17.34,0.0,2.1,1.23,0.0,27.84,0,6,21,10
SITE_0003,2023-10-07 22:00:00,24.66,86.79,10.98,0.0,15.7,4.68,0.0,26.25,0,6,22,10
SITE_0003,2023-10-07 23:00:00,24.34,88.76,0.0,0.0,28.1,1.79,0.0,27.98,0,6,23,10
SITE_0003,2023-10-08 00:00:00,25.94,86.03,0.0,0.0,15.2,1.17,0.0,30.6,0,7,0,10
SITE_0003,2023-10-08 01:00:00,24.9,92.2,33.8,0.0,31.5,1.35,0.0,29.51,0,7,1,10
SITE_0003,2023-10-08 02:00:00,25.05,92.75,0.0,0.0,12.2,2.82,0.0,28.77,0,7,2,10
SITE_0003,2023-10-08 03:00:00,26.8,85.7,0.0,0.0,0.9,4.42,0.8,29.64,0,7,3,10
SITE_0003,2023-10-08 04:00:00,26.14,84.67,21.83,1.37,2.6,3.58,0.14,29.08,0,7,4,10
SITE_0003,2023-10-08 05:00:00,26.56,78.81,2.45,3.6,4.4,5.0,0.56,28.07,0,7,5,10
SITE_0003,2023-10-08 06:00:00,29.08,77.84,0.0,0.0,6.3,1.55,3.08,34.3,0,7,6,10
SITE_0003,2023-10-08 07:00:00,29.88,76.36,131.19,0.0,38.3,3.72,3.88,33.86,0,7,7,10
SITE_0003,2023-10-08 08:00:00,29.63,72.46,358.78,0.0,21.0,0.88,3.63,34.91,0,7,8,10
SITE_0003,2023-10-08 09:00:00,30.27,74.91,430.6,0.0,32.0,2.78,4.27,34.94,0,7,9,10
SITE_0003,2023-10-08 10:00:00,30.34,77.19,748.01,0.0,2.9,5.18,4.34,33.7,0,7,10,10
SITE_0003,2023-10-08 11:00:00,30.19,81.88,704.63,0.0,18.2,1.28,4.19,36.85,0,7,11,10
SITE_0003,2023-10-08 12:00:00,28.87,83.28,576.0,2.24,34.5,1.4,2.87,34.78,0,7,12,10
SITE_0003,2023-10-08 13:00:00,27.97,89.74,769.69,0.0,7.3,0.77,1.97,34.57,0,7,13,10
SITE_0003,2023-10-08 14:00:00,28.7,84.4,382.97,0.0,48.2,2.39,2.7,33.96,0,7,14,10
SITE_0003,2023-10-08 15:00:00,28.81,85.75,507.54,0.0,17.8,2.94,2.81,33.93,0,7,15,10
SITE_0003,2023-10-08 16:00:00,28.85,87.28,364.23,0.0,18.4,0.71,2.85,35.75,0,7,16,10
SITE_0003,2023-10-08 17:00:00,28.6,90.95,224.44,0.0,11.8,1.46,2.6,35.29,0,7,17,10
