site_id,timestamp,tou_period,price_per_kwh,demand_charge_flag,dynamic_price_event_flag,carbon_intensity
SITE_0003,2023-12-30 09:00:00,peak,0.1781,1,0,0.5766
SITE_0003,2023-12-30 10:00:00,peak,0.1785,1,0,0.5397
SITE_0003,2023-12-30 11:00:00,peak,0.2644,1,1,0.587
SITE_0003,2023-12-30 12:00:00,shoulder,0.1214,1,0,0.5607
SITE_0003,2023-12-30 13:00:00,shoulder,0.118,1,0,0.5699
SITE_0003,2023-12-30 14:00:00,shoulder,0.1221,1,0,0.52
SITE_0003,2023-12-30 15:00:00,shoulder,0.1183,1,0,0.5376
SITE_0003,2023-12-30 16:00:00,shoulder,0.1194,1,0,0.5264
SITE_0003,2023-12-30 17:00:00,shoulder,0.1199,1,0,0.5492
SITE_0003,2023-12-30 18:00:00,peak,0.183,1,0,0.5385
SITE_0003,2023-12-30 19:00:00,peak,0.1814,1,0,0.5299
SITE_0003,2023-12-30 20:00:00,peak,0.179,1,0,0.5636
SITE_0003,2023-12-30 21:00:00,peak,0.18,1,0,0.5379
SITE_0003,2023-12-30 22:00:00,shoulder,0.1184,0,0,0.5252
SITE_0003,2023-12-30 23:00:00,off_peak,0.0787,0,0,0.5655
SITE_0003,2023-12-31 00:00:00,off_peak,0.079,0,0,0.5808
SITE_0003,2023-12-31 01:00:00,off_peak,0.0795,0,0,0.521
SITE_0003,2023-12-31 02:00:00,off_peak,0.0803,0,0,0.5695
SITE_0003,2023-12-31 03:00:00,off_peak,0.0805,0,0,0.5703
SITE_0003,2023-12-31 04:00:00,off_peak,0.0794,0,0,0.5481
SITE_0003,2023-12-31 05:00:00,off_peak,0.0807,0,0,0.5781
SITE_0003,2023-12-31 06:00:00,off_peak,0.0809,0,0,0.5545
SITE_0003,2023-12-31 07:00:00,shoulder,0.1203,0,0,0.5445
SITE_0003,2023-12-31 08:00:00,shoulder,0.1176,0,0,0.5121
SITE_0003,2023-12-31 09:00:00,peak,0.1767,1,0,0.5547
SITE_0003,2023-12-31 10:00:00,peak,0.1794,1,0,0.5363
SITE_0003,2023-12-31 11:00:00,peak,0.1805,1,0,0.5664
SITE_0003,2023-12-31 12:00:00,shoulder,0.1208,1,0,0.5871
SITE_0003,2023-12-31 13:00:00,shoulder,0.1209,1,0,0.5471
SITE_0003,2023-12-31 14:00:00,shoulder,0.1213,1,0,0.5992
SITE_0003,2023-12-31 15:00:00,shoulder,0.1212,1,0,0.5802
SITE_0003,2023-12-31 16:00:00,shoulder,0.1203,1,0,0.5698
SITE_0003,2023-12-31 17:00:00,shoulder,0.1217,1,0,0.572
SITE_0003,2023-12-31 18:00:00,peak,0.1772,1,0,0.5608
SITE_0003,2023-12-31 19:00:00,peak,0.1829,1,0,0.5404
SITE_0003,2023-12-31 20:00:00,peak,0.1818,1,0,0.5598
SITE_0003,2023-12-31 21:00:00,peak,0.1817,1,0,0.5713
SITE_0003,2023-12-31 22:00:00,shoulder,0.1214,0,0,0.5831
SITE_0003,2023-12-31 23:00:00,off_peak,0.0799,0,0,0.5688
SITE_0004,2023-01-01 00:00:00,off_peak,0.0555,0,0,0.4997
SITE_0004,2023-01-01 01:00:00,off_peak,0.0553,0,0,0.5268
SITE_0004,2023-01-01 02:00:00,off_peak,0.0552,0,0,0.4846
SITE_0004,2023-01-01 03:00:00,off_peak,0.0542,0,0,0.5103
SITE_0004,2023-01-01 04:00:00,off_peak,0.0559,0,0,0.4831
SITE_0004,2023-01-01 05:00:00,off_peak,0.056,0,0,0.5198
SITE_0004,2023-01-01 06:00:00,off_peak,0.0546,0,0,0.5491
SITE_0004,2023-01-01 07:00:00,shoulder,0.0912,0,0,0.5195
SITE_0004,2023-01-01 08:00:00,shoulder,0.0907,0,0,0.5131
SITE_0004,2023-01-01 09:00:00,peak,0.1388,1,0,0.535
SITE_0004,2023-01-01 10:00:00,peak,0.14,1,0,0.5455
SITE_0004,2023-01-01 11:00:00,peak,0.1426,1,0,0.5287
SITE_0004,2023-01-01 12:00:00,peak,0.1426,1,0,0.4782
SITE_0004,2023-01-01 13:00:00,shoulder,0.0913,1,0,0.5418
SITE_0004,2023-01-01 14:00:00,shoulder,0.0886,1,0,0.521
SITE_0004,2023-01-01 15:00:00,shoulder,0.0914,1,0,0.5028
SITE_0004,2023-01-01 16:00:00,shoulder,0.0886,1,0,0.5392
SITE_0004,2023-01-01 17:00:00,peak,0.1422,1,0,0.4639
SITE_0004,2023-01-01 18:00:00,peak,0.1398,1,0,0.4822
SITE_0004,2023-01-01 19:00:00,peak,0.1378,1,0,0.485
SITE_0004,2023-01-01 20:00:00,peak,0.1392,1,0,0.5074
SITE_0004,2023-01-01 21:00:00,peak,0.1399,1,0,0.494
SITE_0004,2023-01-01 22:00:00,shoulder,0.0887,0,0,0.5037
SITE_0004,2023-01-01 23:00:00,off_peak,0.056,0,0,0.5454
SITE_0004,2023-01-02 00:00:00,off_peak,0.054,0,0,0.4821
SITE_0004,2023-01-02 01:00:00,off_peak,0.0541,0,0,0.5327
SITE_0004,2023-01-02 02:00:00,off_peak,0.055,0,0,0.4942
SITE_0004,2023-01-02 03:00:00,off_peak,0.0554,0,0,0.4796
SITE_0004,2023-01-02 04:00:00,off_peak,0.054,0,0,0.5306
SITE_0004,2023-01-02 05:00:00,off_peak,0.0547,0,0,0.5192
SITE_0004,2023-01-02 06:00:00,off_peak,0.0553,0,0,0.5128
SITE_0004,2023-01-02 07:00:00,shoulder,0.0909,0,0,0.4906
SITE_0004,2023-01-02 08:00:00,shoulder,0.0887,0,0,0.5387
SITE_0004,2023-01-02 09:00:00,peak,0.1401,1,0,0.5423
SITE_0004,2023-01-02 10:00:00,peak,0.1397,1,0,0.502
SITE_0004,2023-01-02 11:00:00,peak,0.1393,1,0,0.5404
SITE_0004,2023-01-02 12:00:00,peak,0.1395,1,0,0.5316
SITE_0004,2023-01-02 13:00:00,shoulder,0.091,1,0,0.5149
SITE_0004,2023-01-02 14:00:00,shoulder,0.0884,1,0,0.4893
SITE_0004,2023-01-02 15:00:00,shoulder,0.0914,1,0,0.4966
SITE_0004,2023-01-02 16:00:00,shoulder,0.0915,1,0,0.5005
SITE_0004,2023-01-02 17:00:00,peak,0.1406,1,0,0.4966
SITE_0004,2023-01-02 18:00:00,peak,0.1412,1,0,0.5337
SITE_0004,2023-01-02 19:00:00,peak,0.1407,1,0,0.5335
SITE_0004,2023-01-02 20:00:00,peak,0.1373,1,0,0.5208
SITE_0004,2023-01-02 21:00:00,peak,0.141,1,0,0.5025
SITE_0004,2023-01-02 22:00:00,shoulder,0.0918,0,0,0.4902
SITE_0004,2023-01-02 23:00:00,off_peak,0.0546,0,0,0.5255
SITE_0004,2023-01-03 00:00:00,off_peak,0.0546,0,0,0.492
SITE_0004,2023-01-03 01:00:00,off_peak,0.0557,0,0,0.5154
SITE_0004,2023-01-03 02:00:00,off_peak,0.0555,0,0,0.5345
SITE_0004,2023-01-03 03:00:00,off_peak,0.0543,0,0,0.4841
SITE_0004,2023-01-03 04:00:00,off_peak,0.0554,0,0,0.5215
SITE_0004,2023-01-03 05:00:00,off_peak,0.0544,0,0,0.5201
SITE_0004,2023-01-03 06:00:00,off_peak,0.0558,0,0,0.5158
SITE_0004,2023-01-03 07:00:00,shoulder,0.0904,0,0,0.5563
SITE_0004,2023-01-03 08:00:00,shoulder,0.0909,0,0,0.4894
SITE_0004,2023-01-03 09:00:00,peak,0.1428,1,0,0.5184
SITE_0004,2023-01-03 10:00:00,peak,0.1419,1,0,0.5453
SITE_0004,2023-01-03 11:00:00,peak,0.1426,1,0,0.5073
SITE_0004,2023-01-03 12:00:00,peak,0.138,1,0,0.5196
SITE_0004,2023-01-03 13:00:00,shoulder,0.0886,1,0,0.4979
SITE_0004,2023-01-03 14:00:00,shoulder,0.0903,1,0,0.5088
SITE_0004,2023-01-03 15:00:00,shoulder,0.0885,1,0,0.5234
SITE_0004,2023-01-03 16:00:00,shoulder,0.0885,1,0,0.4835
SITE_0004,2023-01-03 17:00:00,peak,0.138,1,0,0.5213
SITE_0004,2023-01-03 18:00:00,peak,0.1373,1,0,0.5026
SITE_0004,2023-01-03 19:00:00,peak,0.1398,1,0,0.5128
SITE_0004,2023-01-03 20:00:00,peak,0.1373,1,0,0.5221
SITE_0004,2023-01-03 21:00:00,peak,0.1396,1,0,0.5173
SITE_0004,2023-01-03 22:00:00,shoulder,0.09,0,0,0.4988
SITE_0004,2023-01-03 23:00:00,off_peak,0.056,0,0,0.4813
SITE_0004,2023-01-04 00:00:00,off_peak,0.0557,0,0,0.5198
SITE_0004,2023-01-04 01:00:00,off_peak,0.054,0,0,0.494
SITE_0004,2023-01-04 02:00:00,off_peak,0.0559,0,0,0.5209
SITE_0004,2023-01-04 03:00:00,off_peak,0.0558,0,0,0.4981
SITE_0004,2023-01-04 04:00:00,off_peak,0.0555,0,0,0.4788
SITE_0004,2023-01-04 05:00:00,off_peak,0.054,0,0,0.5592
SITE_0004,2023-01-04 06:00:00,off_peak,0.0558,0,0,0.5051
SITE_0004,2023-01-04 07:00:00,shoulder,0.091,0,0,0.4789
SITE_0004,2023-01-04 08:00:00,shoulder,0.0883,0,0,0.4674
SITE_0004,2023-01-04 09:00:00,peak,0.141,1,0,0.4971
SITE_0004,2023-01-04 10:00:00,peak,0.1377,1,0,0.5099
SITE_0004,2023-01-04 11:00:00,peak,0.1413,1,0,0.5037
SITE_0004,2023-01-04 12:00:00,peak,0.1399,1,0,0.4932
SITE_0004,2023-01-04 13:00:00,shoulder,0.0884,1,0,0.5151
SITE_0004,2023-01-04 14:00:00,shoulder,0.0916,1,0,0.5174
SITE_0004,2023-01-04 15:00:00,shoulder,0.0905,1,0,0.4971
SITE_0004,2023-01-04 16:00:00,shoulder,0.0896,1,0,0.5152
SITE_0004,2023-01-04 17:00:00,peak,0.1397,1,0,0.5046
SITE_0004,2023-01-04 18:00:00,peak,0.1402,1,0,0.5111
SITE_0004,2023-01-04 19:00:00,peak,0.1414,1,0,0.507
SITE_0004,2023-01-04 20:00:00,peak,0.1375,1,0,0.4971
SITE_0004,2023-01-04 21:00:00,peak,0.1405,1,0,0.4851
SITE_0004,2023-01-04 22:00:00,shoulder,0.0889,0,0,0.5203
SITE_0004,2023-01-04 23:00:00,off_peak,0.0548,0,0,0.4948
SITE_0004,2023-01-05 00:00:00,off_peak,0.0559,0,0,0.5297
SITE_0004,2023-01-05 01:00:00,off_peak,0.0544,0,0,0.5166
SITE_0004,2023-01-05 02:00:00,off_peak,0.0556,0,0,0.4835
SITE_0004,2023-01-05 03:00:00,off_peak,0.0556,0,0,0.5187
SITE_0004,2023-01-05 04:00:00,off_peak,0.0556,0,0,0.4941
SITE_0004,2023-01-05 05:00:00,off_peak,0.0558,0,0,0.4943
SITE_0004,2023-01-05 06:00:00,off_peak,0.0557,0,0,0.5185
SITE_0004,2023-01-05 07:00:00,shoulder,0.0915,0,0,0.4897
SITE_0004,2023-01-05 08:00:00,shoulder,0.0884,0,0,0.4997
SITE_0004,2023-01-05 09:00:00,peak,0.1396,1,0,0.4873
SITE_0004,2023-01-05 10:00:00,peak,0.1405,1,0,0.5247
SITE_0004,2023-01-05 11:00:00,peak,0.1425,1,0,0.5075
SITE_0004,2023-01-05 12:00:00,peak,0.142,1,0,0.5383
SITE_0004,2023-01-05 13:00:00,shoulder,0.0901,1,0,0.5293
SITE_0004,2023-01-05 14:00:00,shoulder,0.0895,1,0,0.4938
SITE_0004,2023-01-05 15:00:00,shoulder,0.0895,1,0,0.5056
SITE_0004,2023-01-05 16:00:00,shoulder,0.0883,1,0,0.5092
SITE_0004,2023-01-05 17:00:00,peak,0.1376,1,0,0.5271
SITE_0004,2023-01-05 18:00:00,peak,0.1378,1,0,0.5099
SITE_0004,2023-01-05 19:00:00,peak,0.1387,1,0,0.5302
SITE_0004,2023-01-05 20:00:00,peak,0.1378,1,0,0.5245
SITE_0004,2023-01-05 21:00:00,peak,0.1397,1,0,0.5194
SITE_0004,2023-01-05 22:00:00,shoulder,0.091,0,0,0.5082
SITE_0004,2023-01-05 23:00:00,off_peak,0.0545,0,0,0.5036
SITE_0004,2023-01-06 00:00:00,off_peak,0.0541,0,0,0.5154
SITE_0004,2023-01-06 01:00:00,off_peak,0.0548,0,0,0.532
SITE_0004,2023-01-06 02:00:00,off_peak,0.0543,0,0,0.5465
SITE_0004,2023-01-06 03:00:00,off_peak,0.0547,0,0,0.5162
SITE_0004,2023-01-06 04:00:00,off_peak,0.0553,0,0,0.5014
SITE_0004,2023-01-06 05:00:00,off_peak,0.0558,0,0,0.5156
SITE_0004,2023-01-06 06:00:00,off_peak,0.0545,0,0,0.5276
SITE_0004,2023-01-06 07:00:00,shoulder,0.0906,0,0,0.518
SITE_0004,2023-01-06 08:00:00,shoulder,0.0897,0,0,0.518
SITE_0004,2023-01-06 09:00:00,peak,0.1393,1,0,0.5163
SITE_0004,2023-01-06 10:00:00,peak,0.1388,1,0,0.5218
SITE_0004,2023-01-06 11:00:00,peak,0.1418,1,0,0.4961
SITE_0004,2023-01-06 12:00:00,peak,0.1402,1,0,0.4968
SITE_0004,2023-01-06 13:00:00,shoulder,0.0884,1,0,0.5105
SITE_0004,2023-01-06 14:00:00,shoulder,0.09,1,0,0.5169
SITE_0004,2023-01-06 15:00:00,shoulder,0.0907,1,0,0.4936
SITE_0004,2023-01-06 16:00:00,shoulder,0.1245,1,1,0.5197
SITE_0004,2023-01-06 17:00:00,peak,0.1407,1,0,0.5244
SITE_0004,2023-01-06 18:00:00,peak,0.1425,1,0,0.4804
SITE_0004,2023-01-06 19:00:00,peak,0.1401,1,0,0.4809
SITE_0004,2023-01-06 20:00:00,peak,0.1394,1,0,0.5411
SITE_0004,2023-01-06 21:00:00,peak,0.1409,1,0,0.4782
SITE_0004,2023-01-06 22:00:00,shoulder,0.0897,0,0,0.5022
SITE_0004,2023-01-06 23:00:00,off_peak,0.054,0,0,0.5321
SITE_0004,2023-01-07 00:00:00,off_peak,0.0542,0,0,0.5038
SITE_0004,2023-01-07 01:00:00,off_peak,0.0547,0,0,0.519
SITE_0004,2023-01-07 02:00:00,off_peak,0.0556,0,0,0.5152
SITE_0004,2023-01-07 03:00:00,off_peak,0.0555,0,0,0.4996
SITE_0004,2023-01-07 04:00:00,off_peak,0.0553,0,0,0.4911
SITE_0004,2023-01-07 05:00:00,off_peak,0.0553,0,0,0.5048
SITE_0004,2023-01-07 06:00:00,off_peak,0.0547,0,0,0.5082
SITE_0004,2023-01-07 07:00:00,shoulder,0.0888,0,0,0.52
SITE_0004,2023-01-07 08:00:00,shoulder,0.0895,0,0,0.506
SITE_0004,2023-01-07 09:00:00,peak,0.138,1,0,0.5186
SITE_0004,2023-01-07 10:00:00,peak,0.1398,1,0,0.4975
SITE_0004,2023-01-07 11:00:00,peak,0.1382,1,0,0.5108
SITE_0004,2023-01-07 12:00:00,peak,0.2054,1,1,0.5135
SITE_0004,2023-01-07 13:00:00,shoulder,0.0889,1,0,0.5057
SITE_0004,2023-01-07 14:00:00,shoulder,0.089,1,0,0.5377
SITE_0004,2023-01-07 15:00:00,shoulder,0.13,1,1,0.5427
SITE_0004,2023-01-07 16:00:00,shoulder,0.0908,1,0,0.5182
SITE_0004,2023-01-07 17:00:00,peak,0.1396,1,0,0.5205
SITE_0004,2023-01-07 18:00:00,peak,0.141,1,0,0.5241
SITE_0004,2023-01-07 19:00:00,peak,0.1385,1,0,0.5306
SITE_0004,2023-01-07 20:00:00,peak,0.1409,1,0,0.5076
SITE_0004,2023-01-07 21:00:00,peak,0.1418,1,0,0.5379
SITE_0004,2023-01-07 22:00:00,shoulder,0.089,0,0,0.519
SITE_0004,2023-01-07 23:00:00,off_peak,0.0548,0,0,0.5419
SITE_0004,2023-01-08 00:00:00,off_peak,0.0558,0,0,0.5358
SITE_0004,2023-01-08 01:00:00,off_peak,0.056,0,0,0.5209
SITE_0004,2023-01-08 02:00:00,off_peak,0.0543,0,0,0.5098
SITE_0004,2023-01-08 03:00:00,off_peak,0.0554,0,0,0.5085
SITE_0004,2023-01-08 04:00:00,off_peak,0.0544,0,0,0.5504
SITE_0004,2023-01-08 05:00:00,off_peak,0.0559,0,0,0.5248
SITE_0004,2023-01-08 06:00:00,off_peak,0.0552,0,0,0.4601
SITE_0004,2023-01-08 07:00:00,shoulder,0.0913,0,0,0.5213
SITE_0004,2023-01-08 08:00:00,shoulder,0.0897,0,0,0.4999
SITE_0004,2023-01-08 09:00:00,peak,0.1424,1,0,0.4826
SITE_0004,2023-01-08 10:00:00,peak,0.1398,1,0,0.4986
SITE_0004,2023-01-08 11:00:00,peak,0.1424,1,0,0.5507
SITE_0004,2023-01-08 12:00:00,peak,0.1402,1,0,0.4933
SITE_0004,2023-01-08 13:00:00,shoulder,0.0894,1,0,0.5223
SITE_0004,2023-01-08 14:00:00,shoulder,0.0901,1,0,0.5145
SITE_0004,2023-01-08 15:00:00,shoulder,0.0908,1,0,0.4957
SITE_0004,2023-01-08 16:00:00,shoulder,0.0882,1,0,0.5139
SITE_0004,2023-01-08 17:00:00,peak,0.1396,1,0,0.5157
SITE_0004,2023-01-08 18:00:00,peak,0.1382,1,0,0.5012
SITE_0004,2023-01-08 19:00:00,peak,0.1413,1,0,0.521
SITE_0004,2023-01-08 20:00:00,peak,0.1374,1,0,0.5009
SITE_0004,2023-01-08 21:00:00,peak,0.1399,1,0,0.4952
SITE_0004,2023-01-08 22:00:00,shoulder,0.0902,0,0,0.5121
SITE_0004,2023-01-08 23:00:00,off_peak,0.0554,0,0,0.4936
SITE_0004,2023-01-09 00:00:00,off_peak,0.0541,0,0,0.4975
SITE_0004,2023-01-09 01:00:00,off_peak,0.0542,0,0,0.5158
SITE_0004,2023-01-09 02:00:00,off_peak,0.0543,0,0,0.5042
SITE_0004,2023-01-09 03:00:00,off_peak,0.0554,0,0,0.5193
SITE_0004,2023-01-09 04:00:00,off_peak,0.0555,0,0,0.4978
SITE_0004,2023-01-09 05:00:00,off_peak,0.0547,0,0,0.5199
SITE_0004,2023-01-09 06:00:00,off_peak,0.055,0,0,0.5041
SITE_0004,2023-01-09 07:00:00,shoulder,0.0911,0,0,0.5115
SITE_0004,2023-01-09 08:00:00,shoulder,0.0886,0,0,0.5279
SITE_0004,2023-01-09 09:00:00,peak,0.1397,1,0,0.4923
SITE_0004,2023-01-09 10:00:00,peak,0.1402,1,0,0.5137
SITE_0004,2023-01-09 11:00:00,peak,0.141,1,0,0.5325
SITE_0004,2023-01-09 12:00:00,peak,0.1382,1,0,0.4809
SITE_0004,2023-01-09 13:00:00,shoulder,0.0899,1,0,0.5
SITE_0004,2023-01-09 14:00:00,shoulder,0.0898,1,0,0.539
SITE_0004,2023-01-09 15:00:00,shoulder,0.0917,1,0,0.4745
SITE_0004,2023-01-09 16:00:00,shoulder,0.0906,1,0,0.5251
SITE_0004,2023-01-09 17:00:00,peak,0.1424,1,0,0.5146
SITE_0004,2023-01-09 18:00:00,peak,0.1404,1,0,0.4974
SITE_0004,2023-01-09 19:00:00,peak,0.1412,1,0,0.4983
SITE_0004,2023-01-09 20:00:00,peak,0.1405,1,0,0.4879
SITE_0004,2023-01-09 21:00:00,peak,0.1398,1,0,0.4936
SITE_0004,2023-01-09 22:00:00,shoulder,0.0906,0,0,0.5169
SITE_0004,2023-01-09 23:00:00,off_peak,0.054,0,0,0.5097
SITE_0004,2023-01-10 00:00:00,off_peak,0.0548,0,0,0.4798
SITE_0004,2023-01-10 01:00:00,off_peak,0.0545,0,0,0.526
SITE_0004,2023-01-10 02:00:00,off_peak,0.054,0,0,0.5107
SITE_0004,2023-01-10 03:00:00,off_peak,0.0551,0,0,0.4915
SITE_0004,2023-01-10 04:00:00,off_peak,0.0539,0,0,0.4638
SITE_0004,2023-01-10 05:00:00,off_peak,0.0544,0,0,0.5085
SITE_0004,2023-01-10 06:00:00,off_peak,0.0546,0,0,0.5103
SITE_0004,2023-01-10 07:00:00,shoulder,0.0895,0,0,0.5372
SITE_0004,2023-01-10 08:00:00,shoulder,0.0916,0,0,0.4969
SITE_0004,2023-01-10 09:00:00,peak,0.1419,1,0,0.5183
SITE_0004,2023-01-10 10:00:00,peak,0.1391,1,0,0.5081
SITE_0004,2023-01-10 11:00:00,peak,0.2219,1,1,0.5158
SITE_0004,2023-01-10 12:00:00,peak,0.1385,1,0,0.4947
SITE_0004,2023-01-10 13:00:00,shoulder,0.0887,1,0,0.517
SITE_0004,2023-01-10 14:00:00,shoulder,0.0917,1,0,0.4713
SITE_0004,2023-01-10 15:00:00,shoulder,0.0892,1,0,0.5107
SITE_0004,2023-01-10 16:00:00,shoulder,0.0916,1,0,0.4778
SITE_0004,2023-01-10 17:00:00,peak,0.1398,1,0,0.5126
SITE_0004,2023-01-10 18:00:00,peak,0.1422,1,0,0.5107
SITE_0004,2023-01-10 19:00:00,peak,0.139,1,0,0.4668
SITE_0004,2023-01-10 20:00:00,peak,0.1405,1,0,0.5133
SITE_0004,2023-01-10 21:00:00,peak,0.1402,1,0,0.4838
SITE_0004,2023-01-10 22:00:00,shoulder,0.0915,0,0,0.5148
SITE_0004,2023-01-10 23:00:00,off_peak,0.055,0,0,0.5087
SITE_0004,2023-01-11 00:00:00,off_peak,0.0546,0,0,0.5097
SITE_0004,2023-01-11 01:00:00,off_peak,0.0551,0,0,0.4986
SITE_0004,2023-01-11 02:00:00,off_peak,0.0556,0,0,0.4734
SITE_0004,2023-01-11 03:00:00,off_peak,0.0556,0,0,0.4966
SITE_0004,2023-01-11 04:00:00,off_peak,0.0557,0,0,0.495
SITE_0004,2023-01-11 05:00:00,off_peak,0.0549,0,0,0.5005
SITE_0004,2023-01-11 06:00:00,off_peak,0.0545,0,0,0.5112
SITE_0004,2023-01-11 07:00:00,shoulder,0.0918,0,0,0.533
SITE_0004,2023-01-11 08:00:00,shoulder,0.0887,0,0,0.5247
SITE_0004,2023-01-11 09:00:00,peak,0.1414,1,0,0.473
SITE_0004,2023-01-11 10:00:00,peak,0.1419,1,0,0.5031
SITE_0004,2023-01-11 11:00:00,peak,0.138,1,0,0.4918
SITE_0004,2023-01-11 12:00:00,peak,0.1424,1,0,0.4942
SITE_0004,2023-01-11 13:00:00,shoulder,0.0887,1,0,0.5015
SITE_0004,2023-01-11 14:00:00,shoulder,0.0882,1,0,0.5054
SITE_0004,2023-01-11 15:00:00,shoulder,0.0916,1,0,0.5036
SITE_0004,2023-01-11 16:00:00,shoulder,0.0889,1,0,0.5129
SITE_0004,2023-01-11 17:00:00,peak,0.1376,1,0,0.5063
SITE_0004,2023-01-11 18:00:00,peak,0.1376,1,0,0.4959
SITE_0004,2023-01-11 19:00:00,peak,0.1392,1,0,0.492
SITE_0004,2023-01-11 20:00:00,peak,0.1376,1,0,0.4707
SITE_0004,2023-01-11 21:00:00,peak,0.14,1,0,0.5084
SITE_0004,2023-01-11 22:00:00,shoulder,0.0893,0,0,0.5513
SITE_0004,2023-01-11 23:00:00,off_peak,0.0543,0,0,0.496
SITE_0004,2023-01-12 00:00:00,off_peak,0.0556,0,0,0.5312
SITE_0004,2023-01-12 01:00:00,off_peak,0.0558,0,0,0.4788
SITE_0004,2023-01-12 02:00:00,off_peak,0.055,0,0,0.4854
SITE_0004,2023-01-12 03:00:00,off_peak,0.0541,0,0,0.5065
SITE_0004,2023-01-12 04:00:00,off_peak,0.0546,0,0,0.4946
SITE_0004,2023-01-12 05:00:00,off_peak,0.0556,0,0,0.5119
SITE_0004,2023-01-12 06:00:00,off_peak,0.054,0,0,0.4822
SITE_0004,2023-01-12 07:00:00,shoulder,0.089,0,0,0.5311
SITE_0004,2023-01-12 08:00:00,shoulder,0.0912,0,0,0.5181
SITE_0004,2023-01-12 09:00:00,peak,0.1415,1,0,0.4649
SITE_0004,2023-01-12 10:00:00,peak,0.1395,1,0,0.4798
SITE_0004,2023-01-12 11:00:00,peak,0.1407,1,0,0.511
SITE_0004,2023-01-12 12:00:00,peak,0.1765,1,1,0.4885
SITE_0004,2023-01-12 13:00:00,shoulder,0.0915,1,0,0.5025
SITE_0004,2023-01-12 14:00:00,shoulder,0.1286,1,1,0.5358
SITE_0004,2023-01-12 15:00:00,shoulder,0.0889,1,0,0.5052
SITE_0004,2023-01-12 16:00:00,shoulder,0.0909,1,0,0.4928
SITE_0004,2023-01-12 17:00:00,peak,0.1378,1,0,0.4855
SITE_0004,2023-01-12 18:00:00,peak,0.1411,1,0,0.5235
SITE_0004,2023-01-12 19:00:00,peak,0.1413,1,0,0.4582
SITE_0004,2023-01-12 20:00:00,peak,0.1379,1,0,0.5122
SITE_0004,2023-01-12 21:00:00,peak,0.1421,1,0,0.5316
SITE_0004,2023-01-12 22:00:00,shoulder,0.0914,0,0,0.4938
SITE_0004,2023-01-12 23:00:00,off_peak,0.0557,0,0,0.522
SITE_0004,2023-01-13 00:00:00,off_peak,0.0543,0,0,0.5281
SITE_0004,2023-01-13 01:00:00,off_peak,0.0559,0,0,0.4971
SITE_0004,2023-01-13 02:00:00,off_peak,0.0542,0,0,0.5314
SITE_0004,2023-01-13 03:00:00,off_peak,0.0559,0,0,0.5391
SITE_0004,2023-01-13 04:00:00,off_peak,0.0548,0,0,0.5107
SITE_0004,2023-01-13 05:00:00,off_peak,0.0558,0,0,0.4868
SITE_0004,2023-01-13 06:00:00,off_peak,0.0556,0,0,0.5218
SITE_0004,2023-01-13 07:00:00,shoulder,0.0917,0,0,0.5298
SITE_0004,2023-01-13 08:00:00,shoulder,0.0885,0,0,0.5256
SITE_0004,2023-01-13 09:00:00,peak,0.1396,1,0,0.5002
SITE_0004,2023-01-13 10:00:00,peak,0.1409,1,0,0.5007
SITE_0004,2023-01-13 11:00:00,peak,0.1389,1,0,0.5666
SITE_0004,2023-01-13 12:00:00,peak,0.1425,1,0,0.5138
SITE_0004,2023-01-13 13:00:00,shoulder,0.0884,1,0,0.5287
SITE_0004,2023-01-13 14:00:00,shoulder,0.0901,1,0,0.4924
SITE_0004,2023-01-13 15:00:00,shoulder,0.091,1,0,0.4811
SITE_0004,2023-01-13 16:00:00,shoulder,0.0894,1,0,0.497
SITE_0004,2023-01-13 17:00:00,peak,0.1397,1,0,0.5117
SITE_0004,2023-01-13 18:00:00,peak,0.1379,1,0,0.5251
SITE_0004,2023-01-13 19:00:00,peak,0.1374,1,0,0.518
SITE_0004,2023-01-13 20:00:00,peak,0.1393,1,0,0.5163
SITE_0004,2023-01-13 21:00:00,peak,0.142,1,0,0.4917
SITE_0004,2023-01-13 22:00:00,shoulder,0.091,0,0,0.5453
SITE_0004,2023-01-13 23:00:00,off_peak,0.0544,0,0,0.4753
SITE_0004,2023-01-14 00:00:00,off_peak,0.0549,0,0,0.5652
SITE_0004,2023-01-14 01:00:00,off_peak,0.0545,0,0,0.5059
SITE_0004,2023-01-14 02:00:00,off_peak,0.056,0,0,0.4961
SITE_0004,2023-01-14 03:00:00,off_peak,0.0559,0,0,0.5236
SITE_0004,2023-01-14 04:00:00,off_peak,0.054,0,0,0.49
SITE_0004,2023-01-14 05:00:00,off_peak,0.0539,0,0,0.5043
SITE_0004,2023-01-14 06:00:00,off_peak,0.056,0,0,0.538
SITE_0004,2023-01-14 07:00:00,shoulder,0.0917,0,0,0.5307
SITE_0004,2023-01-14 08:00:00,shoulder,0.0885,0,0,0.5041
SITE_0004,2023-01-14 09:00:00,peak,0.1407,1,0,0.53
SITE_0004,2023-01-14 10:00:00,peak,0.1387,1,0,0.4935
SITE_0004,2023-01-14 11:00:00,peak,0.1378,1,0,0.4653
SITE_0004,2023-01-14 12:00:00,peak,0.1424,1,0,0.5105
SITE_0004,2023-01-14 13:00:00,shoulder,0.0896,1,0,0.4987
SITE_0004,2023-01-14 14:00:00,shoulder,0.0883,1,0,0.4773
