control_event_id,building_id,timestamp_start,timestamp_end,control_type,control_magnitude,trigger_type
CE_2C12C0FB8FC9,BLDG_B6C414BCBB68,2023-04-06 18:00:00,2023-04-06 18:39:32.146310,setpoint_adjustment,0.195,manual_override
CE_37A39ACC4759,BLDG_B6C414BCBB68,2023-07-12 10:00:00,2023-07-12 10:38:36.232550,load_shedding,0.306,weather_condition
CE_0F8EB4CBD222,BLDG_B6C414BCBB68,2023-09-08 21:00:00,2023-09-08 22:45:55.686866,setpoint_adjustment,0.196,system_fault
CE_A2A203FB2542,BLDG_B6C414BCBB68,2023-09-09 18:00:00,2023-09-09 20:06:59.321770,lighting_dimming,0.217,system_fault
CE_29DABB061FAC,BLDG_B6C414BCBB68,2023-03-07 09:00:00,2023-03-07 10:00:55.404720,setpoint_adjustment,0.138,system_fault
CE_500EF919BD48,BLDG_B6C414BCBB68,2023-12-28 18:00:00,2023-12-28 19:11:54.500260,lighting_dimming,0.388,weather_condition
CE_8BE3008C6061,BLDG_B6C414BCBB68,2023-07-04 09:00:00,2023-07-04 11:57:05.044726,lighting_dimming,0.384,weather_condition
CE_A759850F617F,BLDG_B6C414BCBB68,2023-06-12 21:00:00,2023-06-12 23:05:57.414962,lighting_dimming,0.379,manual_override
CE_2360794D1D0E,BLDG_B6C414BCBB68,2023-09-09 10:00:00,2023-09-09 13:07:36.100443,hvac_reset,0.192,weather_condition
CE_4C91B6CE20E0,BLDG_B6C414BCBB68,2023-02-26 19:00:00,2023-02-26 21:11:17.761577,load_shedding,0.086,system_fault
CE_2A08A47C7270,BLDG_B6C414BCBB68,2023-02-10 20:00:00,2023-02-10 23:41:05.794989,load_shedding,0.297,weather_condition
CE_2C8B7BFD67FA,BLDG_B6C414BCBB68,2023-01-04 11:00:00,2023-01-04 12:57:28.020268,load_shedding,0.163,weather_condition
CE_39CF15C4768D,BLDG_B6C414BCBB68,2023-11-29 21:00:00,2023-11-29 23:27:02.987007,hvac_reset,0.236,manual_override
CE_33ABA50696B7,BLDG_B6C414BCBB68,2023-11-19 20:00:00,2023-11-19 20:34:54.180760,setpoint_adjustment,0.089,manual_override
CE_50C37818EAB0,BLDG_E5D0D3EEC91E,2023-09-07 11:00:00,2023-09-07 11:52:02.326694,hvac_reset,0.243,tariff_response
CE_38D818CB6DB7,BLDG_E5D0D3EEC91E,2023-06-24 19:00:00,2023-06-24 21:06:25.019492,setpoint_adjustment,0.073,weather_condition
CE_07BC11B4F115,BLDG_E5D0D3EEC91E,2023-08-25 10:00:00,2023-08-25 12:35:59.343823,setpoint_adjustment,0.301,weather_condition
CE_9CA2BD382DEA,BLDG_E5D0D3EEC91E,2023-12-11 10:00:00,2023-12-11 12:20:22.593374,hvac_reset,0.278,manual_override
CE_08BD1B3FF5DB,BLDG_E5D0D3EEC91E,2023-12-17 20:00:00,2023-12-17 22:51:45.354449,hvac_reset,0.145,manual_override
CE_282F4A488B82,BLDG_E5D0D3EEC91E,2023-01-28 09:00:00,2023-01-28 10:19:01.401002,hvac_reset,0.07,system_fault
CE_72E07B460BE3,BLDG_E5D0D3EEC91E,2023-08-07 11:00:00,2023-08-07 11:32:34.253688,setpoint_adjustment,0.288,tariff_response
CE_C0AC02A714ED,BLDG_E5D0D3EEC91E,2023-04-06 18:00:00,2023-04-06 19:26:26.415891,lighting_dimming,0.292,manual_override
CE_D3D6C7079404,BLDG_E5D0D3EEC91E,2023-02-10 11:00:00,2023-02-10 11:51:41.972976,lighting_dimming,0.318,manual_override
CE_5D65F40EC491,BLDG_E5D0D3EEC91E,2023-09-21 21:00:00,2023-09-21 23:40:59.242706,setpoint_adjustment,0.257,tariff_response
CE_F4DE64F6FC91,BLDG_E5D0D3EEC91E,2023-04-25 20:00:00,2023-04-25 23:24:37.404418,load_shedding,0.216,tariff_response
CE_50B5A9C2A4AE,BLDG_E5D0D3EEC91E,2023-07-15 19:00:00,2023-07-15 21:18:30.217303,setpoint_adjustment,0.248,weather_condition
CE_DB3ED0A7F3DA,BLDG_E5D0D3EEC91E,2023-04-13 19:00:00,2023-04-13 22:14:10.635064,lighting_dimming,0.103,weather_condition
CE_4FA65BE9AA51,BLDG_E5D0D3EEC91E,2023-03-16 18:00:00,2023-03-16 19:17:36.161002,setpoint_adjustment,0.34,weather_condition
CE_9C87CC1754A8,BLDG_E5D0D3EEC91E,2023-01-01 18:00:00,2023-01-01 20:21:27.950698,lighting_dimming,0.086,manual_override
CE_A9D544E55AF3,BLDG_E5D0D3EEC91E,2023-04-03 11:00:00,2023-04-03 14:42:24.473427,setpoint_adjustment,0.152,system_fault
CE_DE63D86F54D7,BLDG_5043911D9AAA,2023-11-09 19:00:00,2023-11-09 22:32:17.142820,load_shedding,0.382,manual_override
CE_4078AF87BA68,BLDG_5043911D9AAA,2023-08-02 21:00:00,2023-08-03 00:49:59.911021,hvac_reset,0.168,system_fault
CE_5069263B389E,BLDG_5043911D9AAA,2023-05-16 18:00:00,2023-05-16 21:20:20.748733,lighting_dimming,0.369,manual_override
CE_60E91FD56F8B,BLDG_5043911D9AAA,2023-04-23 18:00:00,2023-04-23 21:13:52.094386,hvac_reset,0.134,manual_override
CE_5339E08554D0,BLDG_5043911D9AAA,2023-02-23 19:00:00,2023-02-23 21:44:58.420465,setpoint_adjustment,0.319,weather_condition
CE_2C1439E21E0C,BLDG_5043911D9AAA,2023-11-19 20:00:00,2023-11-19 20:53:13.971461,load_shedding,0.368,system_fault
CE_9EE0CD8483F4,BLDG_5043911D9AAA,2023-01-17 19:00:00,2023-01-17 22:08:37.087151,lighting_dimming,0.133,weather_condition
CE_288447005948,BLDG_5043911D9AAA,2023-07-03 18:00:00,2023-07-03 21:50:30.952379,hvac_reset,0.268,system_fault
CE_B2769E072AC4,BLDG_5043911D9AAA,2023-03-03 11:00:00,2023-03-03 12:13:23.051698,lighting_dimming,0.236,system_fault
CE_6A895410E34E,BLDG_5043911D9AAA,2023-03-27 18:00:00,2023-03-27 21:09:50.789459,hvac_reset,0.242,system_fault
CE_8735FA316A4A,BLDG_5043911D9AAA,2023-03-24 11:00:00,2023-03-24 14:01:48.518934,hvac_reset,0.164,tariff_response
CE_1F0224CBBC14,BLDG_5043911D9AAA,2023-02-18 10:00:00,2023-02-18 11:52:44.374122,lighting_dimming,0.177,system_fault
CE_312D6E9B32A9,BLDG_5043911D9AAA,2023-09-27 21:00:00,2023-09-27 23:38:33.497553,setpoint_adjustment,0.198,manual_override
CE_D6442A37088B,BLDG_A639D294C105,2023-10-27 21:00:00,2023-10-27 22:48:18.267322,lighting_dimming,0.219,tariff_response
CE_05539FCC86E5,BLDG_A639D294C105,2023-04-24 18:00:00,2023-04-24 20:06:13.688797,setpoint_adjustment,0.116,system_fault
CE_3F24E6624F41,BLDG_A639D294C105,2023-05-16 19:00:00,2023-05-16 19:51:16.402377,load_shedding,0.069,manual_override
CE_586EA27F3325,BLDG_A639D294C105,2023-04-29 18:00:00,2023-04-29 21:49:43.624589,setpoint_adjustment,0.276,tariff_response
CE_48B8421A83FF,BLDG_A639D294C105,2023-06-06 12:00:00,2023-06-06 14:21:08.839307,lighting_dimming,0.083,weather_condition
CE_8BBB0914765D,BLDG_A639D294C105,2023-12-26 11:00:00,2023-12-26 12:51:57.006489,setpoint_adjustment,0.317,tariff_response
CE_862468718CE1,BLDG_A639D294C105,2023-07-14 12:00:00,2023-07-14 14:31:14.816524,hvac_reset,0.317,weather_condition
CE_2B626ADCB13B,BLDG_A639D294C105,2023-11-22 19:00:00,2023-11-22 21:21:47.248244,hvac_reset,0.322,manual_override
CE_11265917C7C2,BLDG_A639D294C105,2023-03-16 18:00:00,2023-03-16 21:16:00.781307,lighting_dimming,0.332,manual_override
CE_B6BBE5F469D9,BLDG_A639D294C105,2023-06-06 12:00:00,2023-06-06 15:52:56.556304,hvac_reset,0.07,system_fault
CE_8268B21DC14A,BLDG_A639D294C105,2023-12-07 17:00:00,2023-12-07 17:37:15.471457,lighting_dimming,0.306,system_fault
CE_7A01C4AAD4FD,BLDG_A639D294C105,2023-10-28 12:00:00,2023-10-28 13:14:07.286218,setpoint_adjustment,0.286,manual_override
CE_6CBFDF34998A,BLDG_A639D294C105,2023-01-27 19:00:00,2023-01-27 22:16:54.639021,lighting_dimming,0.137,weather_condition
CE_2573AA10C1F2,BLDG_A639D294C105,2023-08-08 19:00:00,2023-08-08 20:43:17.346467,lighting_dimming,0.207,weather_condition
CE_94EC57C78EB8,BLDG_A639D294C105,2023-01-03 09:00:00,2023-01-03 12:27:43.188255,setpoint_adjustment,0.155,weather_condition
CE_12D078ABD57C,BLDG_A639D294C105,2023-12-17 17:00:00,2023-12-17 19:57:10.952555,setpoint_adjustment,0.231,manual_override
CE_F11CF4AD84D1,BLDG_A639D294C105,2023-05-11 21:00:00,2023-05-11 22:47:10.257957,hvac_reset,0.086,manual_override
CE_1DDE627BEF4E,BLDG_A639D294C105,2023-10-06 10:00:00,2023-10-06 10:50:55.067000,load_shedding,0.294,tariff_response
CE_F2DBAEB36C65,BLDG_2F6FDB7DF7CC,2023-05-21 21:00:00,2023-05-21 23:40:06.891058,lighting_dimming,0.131,system_fault
CE_806CFE7227C2,BLDG_2F6FDB7DF7CC,2023-05-18 19:00:00,2023-05-18 20:01:27.339269,load_shedding,0.113,system_fault
CE_1530688A15D7,BLDG_2F6FDB7DF7CC,2023-01-05 12:00:00,2023-01-05 13:12:10.288943,lighting_dimming,0.171,weather_condition
CE_07D8904A4F5A,BLDG_2F6FDB7DF7CC,2023-03-31 12:00:00,2023-03-31 12:32:44.761800,hvac_reset,0.112,manual_override
CE_A3468DD71F57,BLDG_2F6FDB7DF7CC,2023-12-06 18:00:00,2023-12-06 21:25:10.982864,load_shedding,0.358,weather_condition
CE_3D93A2D82023,BLDG_2F6FDB7DF7CC,2023-01-08 18:00:00,2023-01-08 20:10:27.630528,setpoint_adjustment,0.057,tariff_response
CE_7B53A192B1FD,BLDG_2F6FDB7DF7CC,2023-05-10 18:00:00,2023-05-10 21:59:48.877471,lighting_dimming,0.345,system_fault
CE_44CCB42F5612,BLDG_2F6FDB7DF7CC,2023-03-19 21:00:00,2023-03-19 23:39:33.415509,setpoint_adjustment,0.239,system_fault
CE_FE3E818C5FBD,BLDG_2F6FDB7DF7CC,2023-07-01 09:00:00,2023-07-01 11:28:50.244747,setpoint_adjustment,0.28,tariff_response
CE_1F34611C4FA3,BLDG_2F6FDB7DF7CC,2023-11-16 18:00:00,2023-11-16 19:26:54.520396,setpoint_adjustment,0.227,tariff_response
CE_8CC91E36CD28,BLDG_2F6FDB7DF7CC,2023-10-11 17:00:00,2023-10-11 20:52:50.664096,setpoint_adjustment,0.347,weather_condition
CE_2A32DA0FC1B3,BLDG_2F6FDB7DF7CC,2023-04-08 09:00:00,2023-04-08 09:30:57.039189,setpoint_adjustment,0.241,weather_condition
CE_C9B1D93815B0,BLDG_2F6FDB7DF7CC,2023-08-25 12:00:00,2023-08-25 15:46:40.848008,hvac_reset,0.072,tariff_response
CE_746CE70F2D3D,BLDG_2F6FDB7DF7CC,2023-04-13 10:00:00,2023-04-13 10:46:44.929799,setpoint_adjustment,0.265,tariff_response
CE_C95CF5228981,BLDG_2F6FDB7DF7CC,2023-09-13 20:00:00,2023-09-13 21:57:26.275870,hvac_reset,0.196,system_fault
CE_38D15A4D8F4D,BLDG_2F6FDB7DF7CC,2023-12-29 18:00:00,2023-12-29 18:32:03.919708,setpoint_adjustment,0.126,system_fault
CE_14BAD1B977D8,BLDG_2F6FDB7DF7CC,2023-10-18 09:00:00,2023-10-18 10:57:46.862928,hvac_reset,0.135,system_fault
CE_9CFDCC07CD20,BLDG_2F6FDB7DF7CC,2023-05-23 19:00:00,2023-05-23 20:49:48.815112,hvac_reset,0.253,manual_override
CE_DFAF9E522D57,BLDG_2F6FDB7DF7CC,2023-10-20 20:00:00,2023-10-20 23:13:31.783774,hvac_reset,0.333,manual_override
CE_FFA95C24BAEA,BLDG_2F6FDB7DF7CC,2023-08-16 12:00:00,2023-08-16 12:38:00.397575,lighting_dimming,0.092,system_fault
CE_1A71E8E18142,BLDG_2F6FDB7DF7CC,2023-10-30 21:00:00,2023-10-30 21:56:26.442005,hvac_reset,0.303,manual_override
CE_FA588E8800B1,BLDG_2F6FDB7DF7CC,2023-06-29 09:00:00,2023-06-29 11:13:35.763381,load_shedding,0.259,tariff_response
CE_C1A7DAE34EA5,BLDG_2F6FDB7DF7CC,2023-04-16 10:00:00,2023-04-16 13:30:16.696818,setpoint_adjustment,0.375,tariff_response
CE_F8062D7B6F0B,BLDG_2F6FDB7DF7CC,2023-02-20 21:00:00,2023-02-20 22:36:05.446648,hvac_reset,0.196,weather_condition
CE_8B78E5DEF366,BLDG_2F6FDB7DF7CC,2023-09-12 10:00:00,2023-09-12 11:24:32.093312,load_shedding,0.215,system_fault
CE_A4C573D30FAC,BLDG_2F6FDB7DF7CC,2023-01-25 19:00:00,2023-01-25 21:43:52.782515,setpoint_adjustment,0.302,weather_condition
CE_77925560694D,BLDG_2F6FDB7DF7CC,2023-04-16 09:00:00,2023-04-16 10:04:07.082342,hvac_reset,0.159,tariff_response
CE_D5B3344980CC,BLDG_2F6FDB7DF7CC,2023-08-26 11:00:00,2023-08-26 14:12:59.189553,hvac_reset,0.214,tariff_response
CE_AD3AFE1BF081,BLDG_EABD2161AAAE,2023-01-18 19:00:00,2023-01-18 21:36:26.213994,load_shedding,0.153,tariff_response
CE_0DCC4849F397,BLDG_EABD2161AAAE,2023-12-04 21:00:00,2023-12-04 23:30:40.627614,load_shedding,0.181,tariff_response
CE_797ADA7599FB,BLDG_EABD2161AAAE,2023-04-24 10:00:00,2023-04-24 12:33:22.910653,lighting_dimming,0.353,manual_override
CE_4D3EF7885A00,BLDG_EABD2161AAAE,2023-03-13 10:00:00,2023-03-13 11:22:26.813814,setpoint_adjustment,0.087,manual_override
CE_9CD1EEA5F0DA,BLDG_EABD2161AAAE,2023-05-24 12:00:00,2023-05-24 14:43:10.406783,hvac_reset,0.104,weather_condition
CE_940C58ABCCCC,BLDG_EABD2161AAAE,2023-05-13 10:00:00,2023-05-13 10:31:48.111583,setpoint_adjustment,0.268,manual_override
CE_7359FDB51D9B,BLDG_EABD2161AAAE,2023-12-18 19:00:00,2023-12-18 20:05:28.637855,load_shedding,0.257,manual_override
CE_70C31D2D21FD,BLDG_EABD2161AAAE,2023-04-12 19:00:00,2023-04-12 20:32:50.679921,lighting_dimming,0.317,manual_override
CE_3C064BBEA642,BLDG_EABD2161AAAE,2023-08-12 12:00:00,2023-08-12 15:02:54.201771,setpoint_adjustment,0.32,tariff_response
CE_A74DF6F6C11D,BLDG_EABD2161AAAE,2023-06-15 17:00:00,2023-06-15 18:22:21.560422,lighting_dimming,0.224,manual_override
CE_1ECEEA19144F,BLDG_EABD2161AAAE,2023-05-06 12:00:00,2023-05-06 14:22:24.707402,hvac_reset,0.187,manual_override
CE_1152FC9BE0CE,BLDG_EABD2161AAAE,2023-02-21 18:00:00,2023-02-21 21:00:44.763575,load_shedding,0.118,tariff_response
CE_CC514852AF2F,BLDG_EABD2161AAAE,2023-11-30 20:00:00,2023-11-30 21:11:11.289111,setpoint_adjustment,0.089,system_fault
CE_6DC216ED46D4,BLDG_EABD2161AAAE,2023-04-11 20:00:00,2023-04-11 23:58:47.908688,load_shedding,0.364,manual_override
CE_927F9F3DB980,BLDG_EABD2161AAAE,2023-08-24 11:00:00,2023-08-24 13:04:41.056606,load_shedding,0.308,tariff_response
CE_C836F7C4B124,BLDG_EABD2161AAAE,2023-01-03 17:00:00,2023-01-03 20:46:05.576672,load_shedding,0.132,system_fault
CE_E9B5A2BAC2D9,BLDG_EABD2161AAAE,2023-10-08 12:00:00,2023-10-08 14:14:46.992653,lighting_dimming,0.082,weather_condition
CE_7B7D04D1047A,BLDG_EABD2161AAAE,2023-01-27 18:00:00,2023-01-27 20:33:12.672695,lighting_dimming,0.2,tariff_response
CE_7FC1C1736B6F,BLDG_EABD2161AAAE,2023-11-08 20:00:00,2023-11-08 23:14:22.531650,setpoint_adjustment,0.137,weather_condition
CE_204BC53B3E8E,BLDG_44384B9F5136,2023-10-29 09:00:00,2023-10-29 10:16:56.346234,load_shedding,0.204,weather_condition
CE_549B1FB6DF18,BLDG_44384B9F5136,2023-06-23 17:00:00,2023-06-23 19:38:04.824094,setpoint_adjustment,0.199,manual_override
CE_D03049A009CA,BLDG_44384B9F5136,2023-08-07 17:00:00,2023-08-07 18:28:50.424257,setpoint_adjustment,0.21,tariff_response
CE_C8A513FD15B8,BLDG_44384B9F5136,2023-09-25 10:00:00,2023-09-25 13:07:06.831177,hvac_reset,0.274,system_fault
CE_C80325B0AFCE,BLDG_44384B9F5136,2023-04-06 21:00:00,2023-04-07 00:54:34.156118,load_shedding,0.264,tariff_response
CE_1547993A1DE1,BLDG_44384B9F5136,2023-01-20 11:00:00,2023-01-20 13:58:39.041260,setpoint_adjustment,0.072,manual_override
CE_5E2E0375A9B5,BLDG_44384B9F5136,2023-06-01 21:00:00,2023-06-01 23:41:48.980861,lighting_dimming,0.285,system_fault
CE_82FC7A59924D,BLDG_44384B9F5136,2023-08-29 10:00:00,2023-08-29 13:50:32.288302,hvac_reset,0.059,system_fault
CE_3BE884CABD46,BLDG_44384B9F5136,2023-05-25 20:00:00,2023-05-25 23:44:18.221349,lighting_dimming,0.103,system_fault
CE_7AB055356D87,BLDG_44384B9F5136,2023-02-03 09:00:00,2023-02-03 11:26:29.700043,setpoint_adjustment,0.261,weather_condition
CE_4F4338BE7756,BLDG_C5E824E012AB,2023-04-03 21:00:00,2023-04-03 23:15:02.562194,setpoint_adjustment,0.092,system_fault
CE_8181C28A8D40,BLDG_C5E824E012AB,2023-04-27 20:00:00,2023-04-27 21:59:11.075336,hvac_reset,0.099,tariff_response
CE_803A2478C11A,BLDG_C5E824E012AB,2023-06-21 10:00:00,2023-06-21 11:14:21.574365,lighting_dimming,0.362,manual_override
CE_AFF016C7ECEE,BLDG_C5E824E012AB,2023-10-06 19:00:00,2023-10-06 19:39:25.108920,hvac_reset,0.13,tariff_response
CE_445233520917,BLDG_C5E824E012AB,2023-09-22 17:00:00,2023-09-22 17:33:22.479253,hvac_reset,0.159,manual_override
CE_436FFA29003E,BLDG_C5E824E012AB,2023-09-26 12:00:00,2023-09-26 13:24:01.220321,hvac_reset,0.201,system_fault
CE_00146CAC1740,BLDG_C5E824E012AB,2023-06-18 20:00:00,2023-06-18 22:20:14.970481,load_shedding,0.141,tariff_response
CE_D76EF9E6126E,BLDG_C5E824E012AB,2023-02-19 20:00:00,2023-02-19 22:34:25.495165,setpoint_adjustment,0.107,tariff_response
CE_0D76843A4AAC,BLDG_C5E824E012AB,2023-10-03 19:00:00,2023-10-03 21:42:17.400038,setpoint_adjustment,0.383,system_fault
CE_71D8E02CDD97,BLDG_C5E824E012AB,2023-01-24 09:00:00,2023-01-24 11:47:48.346068,hvac_reset,0.206,system_fault
CE_52CFE94BD09E,BLDG_C5E824E012AB,2023-07-12 18:00:00,2023-07-12 19:40:35.815441,load_shedding,0.238,manual_override
CE_989B7827AD6F,BLDG_C5E824E012AB,2023-08-23 18:00:00,2023-08-23 21:56:28.210200,load_shedding,0.304,system_fault
CE_A9A83E39B029,BLDG_C5E824E012AB,2023-06-11 17:00:00,2023-06-11 20:23:24.406921,lighting_dimming,0.25,manual_override
CE_E936485A0212,BLDG_C5E824E012AB,2023-03-21 10:00:00,2023-03-21 13:49:31.632439,load_shedding,0.074,manual_override
CE_D8F830594ED1,BLDG_C5E824E012AB,2023-02-20 17:00:00,2023-02-20 18:18:58.290829,load_shedding,0.155,system_fault
CE_11133C2CBE02,BLDG_C5E824E012AB,2023-11-25 11:00:00,2023-11-25 13:48:32.555201,lighting_dimming,0.342,manual_override
CE_A9773FE5770B,BLDG_C5E824E012AB,2023-10-19 18:00:00,2023-10-19 20:21:31.271394,hvac_reset,0.317,tariff_response
CE_40996B48F405,BLDG_C5E824E012AB,2023-03-19 17:00:00,2023-03-19 20:28:34.548029,hvac_reset,0.361,system_fault
CE_295017BBA66F,BLDG_C5E824E012AB,2023-09-05 17:00:00,2023-09-05 19:01:35.877158,lighting_dimming,0.279,manual_override
CE_4E90F8E963E9,BLDG_C5E824E012AB,2023-09-26 20:00:00,2023-09-26 21:03:23.710470,lighting_dimming,0.29,system_fault
CE_64DA146FBB32,BLDG_C5E824E012AB,2023-06-01 11:00:00,2023-06-01 13:15:19.607368,setpoint_adjustment,0.161,tariff_response
CE_377A01E4E1C7,BLDG_C5E824E012AB,2023-06-09 11:00:00,2023-06-09 12:35:04.332814,load_shedding,0.263,system_fault
CE_B6C46F3AEC8B,BLDG_C5E824E012AB,2023-05-11 20:00:00,2023-05-11 23:09:50.876520,load_shedding,0.338,tariff_response
CE_7CE54B93B120,BLDG_C5E824E012AB,2023-06-06 21:00:00,2023-06-06 23:14:40.546955,load_shedding,0.185,manual_override
CE_281FF37C123A,BLDG_C5E824E012AB,2023-09-22 09:00:00,2023-09-22 10:20:30.351420,load_shedding,0.307,weather_condition
CE_94D8903DDD1B,BLDG_C5E824E012AB,2023-10-24 09:00:00,2023-10-24 12:54:32.907527,load_shedding,0.201,weather_condition
CE_9B446C268C8C,BLDG_C5E824E012AB,2023-08-31 18:00:00,2023-08-31 21:57:22.046017,setpoint_adjustment,0.2,manual_override
CE_1191AA2390FE,BLDG_97A6D867807A,2023-03-11 11:00:00,2023-03-11 11:36:01.962590,hvac_reset,0.086,system_fault
CE_9ED9046500AF,BLDG_97A6D867807A,2023-01-17 18:00:00,2023-01-17 21:12:02.633429,load_shedding,0.365,weather_condition
CE_C6184B6D4197,BLDG_97A6D867807A,2023-01-11 08:00:00,2023-01-11 09:24:15.414881,load_shedding,0.08,weather_condition
CE_F33AFBB0EBFD,BLDG_97A6D867807A,2023-08-04 19:00:00,2023-08-04 20:48:46.752339,lighting_dimming,0.078,system_fault
CE_E334FF926A8B,BLDG_97A6D867807A,2023-01-31 18:00:00,2023-01-31 20:22:47.467703,setpoint_adjustment,0.214,system_fault
CE_4A895D3B2C75,BLDG_97A6D867807A,2023-06-05 19:00:00,2023-06-05 19:58:41.202284,load_shedding,0.086,weather_condition
CE_51BE730E2475,BLDG_97A6D867807A,2023-03-18 19:00:00,2023-03-18 22:13:18.738953,hvac_reset,0.347,tariff_response
CE_D101305B549E,BLDG_97A6D867807A,2023-04-20 18:00:00,2023-04-20 19:46:18.836783,lighting_dimming,0.064,manual_override
CE_C2876F19E71F,BLDG_97A6D867807A,2023-11-14 20:00:00,2023-11-14 20:36:15.636681,lighting_dimming,0.066,manual_override
CE_4AC4D05A8AAA,BLDG_97A6D867807A,2023-06-21 10:00:00,2023-06-21 12:48:41.366967,setpoint_adjustment,0.195,system_fault
CE_BAF5E20D4821,BLDG_97A6D867807A,2023-09-19 10:00:00,2023-09-19 12:27:26.401726,setpoint_adjustment,0.341,weather_condition
CE_243FD69683B5,BLDG_97A6D867807A,2023-01-28 10:00:00,2023-01-28 10:38:43.956987,load_shedding,0.168,weather_condition
CE_D04B6D9E15D0,BLDG_97A6D867807A,2023-09-15 19:00:00,2023-09-15 22:06:40.933248,lighting_dimming,0.24,manual_override
CE_0726D51F0C81,BLDG_97A6D867807A,2023-04-01 11:00:00,2023-04-01 11:52:21.000220,hvac_reset,0.22,system_fault
CE_5594CB103422,BLDG_97A6D867807A,2023-10-04 20:00:00,2023-10-04 21:26:37.053068,setpoint_adjustment,0.115,weather_condition
CE_DB22AD4B0D80,BLDG_97A6D867807A,2023-08-04 20:00:00,2023-08-04 21:38:44.625879,lighting_dimming,0.149,system_fault
CE_218582E9E83D,BLDG_97A6D867807A,2023-09-22 10:00:00,2023-09-22 11:00:47.983802,hvac_reset,0.092,weather_condition
CE_1E5242ED2EC1,BLDG_97A6D867807A,2023-12-24 10:00:00,2023-12-24 12:34:42.707960,hvac_reset,0.344,manual_override
CE_3AC94EAFD3FC,BLDG_97A6D867807A,2023-12-10 18:00:00,2023-12-10 20:12:57.705680,load_shedding,0.092,manual_override
CE_1D9746521D08,BLDG_51FCF39B49AD,2023-12-02 17:00:00,2023-12-02 20:44:39.441289,setpoint_adjustment,0.153,manual_override
CE_B7E7C851E18F,BLDG_51FCF39B49AD,2023-07-18 11:00:00,2023-07-18 14:19:46.501839,setpoint_adjustment,0.081,weather_condition
CE_F57AE99BDBCF,BLDG_51FCF39B49AD,2023-03-13 17:00:00,2023-03-13 20:34:35.122216,load_shedding,0.224,manual_override
CE_6D2875896048,BLDG_51FCF39B49AD,2023-05-30 10:00:00,2023-05-30 12:32:59.071333,load_shedding,0.348,tariff_response
CE_8204C7E6C0BC,BLDG_51FCF39B49AD,2023-09-01 10:00:00,2023-09-01 10:50:40.916682,lighting_dimming,0.119,weather_condition
CE_21AD8C7371A3,BLDG_51FCF39B49AD,2023-12-21 11:00:00,2023-12-21 12:42:19.281430,load_shedding,0.247,system_fault
CE_636EFDE73E29,BLDG_51FCF39B49AD,2023-12-30 18:00:00,2023-12-30 18:42:48.707143,lighting_dimming,0.324,weather_condition
CE_BB03AD6C9870,BLDG_51FCF39B49AD,2023-10-21 18:00:00,2023-10-21 18:55:04.332347,setpoint_adjustment,0.249,system_fault
CE_4F6A4ED2851C,BLDG_51FCF39B49AD,2023-07-30 20:00:00,2023-07-30 23:21:37.038511,lighting_dimming,0.23,weather_condition
CE_FBE5DA7C073F,BLDG_51FCF39B49AD,2023-05-27 18:00:00,2023-05-27 19:08:07.977368,lighting_dimming,0.325,tariff_response
CE_152896E1DB26,BLDG_51FCF39B49AD,2023-09-21 08:00:00,2023-09-21 09:40:54.733241,setpoint_adjustment,0.212,tariff_response
CE_C6F4237CB595,BLDG_51FCF39B49AD,2023-10-05 11:00:00,2023-10-05 11:47:31.799280,load_shedding,0.167,system_fault
CE_38E4392B2847,BLDG_51FCF39B49AD,2023-09-29 09:00:00,2023-09-29 11:10:54.043519,load_shedding,0.307,tariff_response
CE_ED95AE486ED3,BLDG_51FCF39B49AD,2023-11-26 08:00:00,2023-11-26 09:20:41.828890,setpoint_adjustment,0.246,tariff_response
CE_1B9DAD967F8F,BLDG_51FCF39B49AD,2023-10-11 09:00:00,2023-10-11 12:28:19.750867,load_shedding,0.069,weather_condition
CE_1F9C49FBF3D3,BLDG_51FCF39B49AD,2023-01-10 20:00:00,2023-01-10 23:26:33.977091,lighting_dimming,0.266,system_fault
CE_E708B0DFA56C,BLDG_51FCF39B49AD,2023-09-04 18:00:00,2023-09-04 21:22:47.709100,setpoint_adjustment,0.102,tariff_response
CE_976E15DE2065,BLDG_51FCF39B49AD,2023-08-09 19:00:00,2023-08-09 20:37:16.109760,load_shedding,0.313,manual_override
CE_7450CDE07BFF,BLDG_51FCF39B49AD,2023-10-13 19:00:00,2023-10-13 22:44:34.100701,setpoint_adjustment,0.223,manual_override
CE_E59330881F3F,BLDG_51FCF39B49AD,2023-12-04 10:00:00,2023-12-04 11:41:32.724580,setpoint_adjustment,0.092,system_fault
CE_5E9992469D45,BLDG_51FCF39B49AD,2023-08-25 11:00:00,2023-08-25 12:28:03.734714,lighting_dimming,0.2,weather_condition
CE_4D8AFCD9096C,BLDG_51FCF39B49AD,2023-09-13 08:00:00,2023-09-13 09:33:15.706639,setpoint_adjustment,0.241,system_fault
CE_C8413533275C,BLDG_51FCF39B49AD,2023-11-21 10:00:00,2023-11-21 13:43:46.645080,load_shedding,0.215,manual_override
CE_E4D93D50A80F,BLDG_51FCF39B49AD,2023-04-13 10:00:00,2023-04-13 11:33:36.643069,load_shedding,0.117,weather_condition
CE_F630249E079C,BLDG_51FCF39B49AD,2023-03-02 18:00:00,2023-03-02 20:28:37.410456,load_shedding,0.143,weather_condition
